ClienteCodigo,Potencial
0000439607,P4
0000439047,P3
0000426702,P1
0000493108,P3
0000530729,P4
0000495329,P4
0000467222,P2
0000431861,P4
0000399748,P4
0000235661,P2
0000350636,P3
0000443402,P3
0000404373,P2
0000462373,P3
0000527249,P3
0000487243,P3
0000434141,P4
0000518082,P3
0000447534,P4
0000472161,P4
0000473792,P4
0000507570,P4
0000526938,P2
0000510574,P2
0000494065,P4
0000484194,P4
0000412700,P2
0000445858,P2
0000512764,P2
0000519805,P2
0000490749,P3
0000453394,P4
0000478616,P4
0000438534,P4
0000310349,P2
0000472185,P2
0000521042,P1
0000467972,P2
0000235083,P2
0000233378,P4
0000399211,P4
0000504736,P3
0000494793,P1
0000515924,P1
0000479355,P4
0000528415,P4
0000532932,P4
0000399832,P2
0000496348,P4
0000477092,P4
0000429256,P3
0000239786,P1
0000497894,P4
0000520775,P3
0000393964,P1
0000381350,P4
0000478564,P2
0000526591,P3
0000523316,P2
0000433660,P4
0000490910,P2
0000354295,P4
0000517801,P4
0000447172,P4
0000312402,P2
0000494534,P4
0000435555,P2
0000533830,P4
0000486195,P4
0000533186,P4
0000497546,P4
0000398658,P3
0000518178,P2
0000433892,P3
0000531256,P4
0000409559,P3
0000529482,P3
0000246827,P2
0000516409,P4
0000513759,P4
0000481207,P4
0000483131,P4
0000420510,P4
0000389976,P1
0000514678,P4
0000498125,P2
0000479545,P4
0000488695,P2
0000528853,P3
0000514086,P2
0000244017,P2
0000528557,P3
0000520522,P4
0000472471,P4
0000486016,P2
0000232793,P2
0000232990,P2
0000450179,P1
0000469943,P2
0000524462,P4
0000497276,P2
0000255955,P4
0000512411,P2
0000406044,P4
0000383915,P3
0000444420,P2
0000261834,P1
0000244422,P4
0000471154,P4
0000479797,P4
0000435071,P3
0000230964,P4
0000534836,P4
0000472616,P4
0000508933,P4
0000419991,P4
0000506168,P1
0000244829,P2
0000436940,P4
0000505330,P4
0000240093,P3
0000518365,P4
0000526668,P2
0000534013,P3
0000434809,P1
0000445150,P1
0000398131,P3
0000517064,P4
0000233380,P1
0000500265,P4
0000472347,P4
0000431485,P1
0000449954,P2
0000507512,P4
0000391319,P4
0000496990,P4
0000245684,P2
0000495151,P4
0000526132,P4
0000475645,P3
0000487654,P3
0000469376,P2
0000529571,P2
0000431602,P2
0000533359,P2
0000495875,P4
0000417550,P3
0000474181,P3
0000534153,P1
0000488724,P1
0000511474,P4
0000436863,P4
0000442195,P2
0000482260,P4
0000493736,P4
0000494473,P4
0000534927,P4
0000497909,P4
0000518396,P2
0000417172,P4
0000430723,P2
0000524547,P3
0000522380,P2
0000533866,P3
0000468736,P3
0000514394,P4
0000398256,P3
0000420043,P4
0000469497,P4
0000438945,P4
0000442793,P2
0000230954,P2
0000432278,P4
0000421312,P3
0000495294,P2
0000263383,P4
0000409450,P2
0000397252,P2
0000531052,P4
0000440955,P3
0000345866,P4
0000501764,P1
0000458669,P2
0000532799,P4
0000524957,P2
0000236407,P1
0000531710,P4
0000436366,P2
0000293742,P3
0000500787,P4
0000503033,P3
0000496365,P3
0000503160,P4
0000242975,P2
0000528176,P4
0000504424,P4
0000477297,P4
0000533398,P3
0000510430,P1
0000263812,P4
0000497399,P3
0000478773,P4
0000490325,P3
0000412976,P4
0000402291,P3
0000482707,P3
0000409183,P4
0000467087,P4
0000429833,P4
0000520760,P4
0000504238,P4
0000396381,P3
0000521918,P4
0000501759,P3
0000433701,P3
0000527670,P4
0000507388,P4
0000463318,P4
0000464844,P3
0000380185,P1
0000532725,P4
0000507340,P4
0000230421,P3
0000464871,P2
0000460012,P3
0000429683,P3
0000412200,P3
0000508413,P4
0000239942,P1
0000384193,P4
0000401275,P4
0000523194,P1
0000380859,P2
0000494223,P3
0000496509,P3
0000520776,P2
0000441350,P3
0000489316,P4
0000532036,P3
0000381064,P2
0000477935,P1
0000502550,P1
0000447331,P4
0000246396,P1
0000516482,P3
0000448252,P3
0000506904,P3
0000430381,P2
0000254928,P3
0000496987,P1
0000496657,P4
0000398929,P3
0000449063,P2
0000398719,P2
0000240078,P4
0000486821,P4
0000474144,P3
0000498762,P4
0000234238,P4
0000496653,P3
0000513210,P2
0000463036,P4
0000235379,P2
0000405464,P1
0000507772,P4
0000391748,P2
0000509981,P1
0000536084,P4
0000536085,P2
0000536086,P4
0000536087,P4
0000536088,P4
0000536089,P4
0000536090,P3
0000536091,P2
0000536092,P2
0000536093,P4
0000536094,P4
0000536095,P3
0000536096,P4
0000536100,P4
0000536101,P4
0000536102,P1
0000536103,P4
0000536104,P2
0000536105,P3
0000536106,P4
0000536107,P4
0000536108,P3
0000536109,P4
0000536110,P4
0000536111,P3
0000536112,P4
0000536113,P4
0000536114,P4
0000536115,P1
0000536122,P1
0000536123,P2
0000536124,P2
0000536125,P3
0000536127,P3
0000536128,P4
0000536129,P3
0000536130,P1
0000536649,P4
0000536652,P3
0000536653,P3
0000536655,P4
0000447560,P4
0000422695,P1
0000232761,P2
0000464527,P3
0000511893,P4
0000244664,P1
0000463952,P3
0000486401,P4
0000428985,P3
0000523883,P4
0000237682,P4
0000397228,P4
0000432980,P4
0000448901,P4
0000520511,P2
0000530610,P2
0000231597,P2
0000472862,P2
0000405091,P1
0000292027,P2
0000532789,P3
0000527001,P4
0000392378,P4
0000424213,P1
0000396307,P4
0000285423,P2
0000295267,P1
0000393967,P3
0000422457,P3
0000420077,P2
0000525852,P4
0000454616,P1
0000418670,P3
0000469363,P4
0000444808,P4
0000505859,P4
0000232623,P2
0000533757,P4
0000530917,P4
0000382245,P4
0000471525,P4
0000476873,P2
0000416516,P1
0000491628,P4
0000322480,P2
0000505968,P2
0000494956,P3
0000490621,P4
0000444964,P4
0000438783,P1
0000473206,P4
0000517204,P4
0000460084,P4
0000490632,P4
0000519363,P4
0000437144,P2
0000372270,P2
0000100172,P2
0000489677,P1
0000477221,P2
0000506950,P3
0000511164,P3
0000520697,P2
0000517357,P3
0000474192,P3
0000397882,P4
0000394811,P2
0000500443,P4
0000469606,P4
0000466017,P2
0000240114,P2
0000230691,P2
0000242931,P3
0000400561,P2
0000526955,P2
0000468993,P4
0000509523,P2
0000500113,P4
0000476317,P4
0000520613,P1
0000467012,P3
0000532374,P3
0000514685,P3
0000533704,P2
0000475827,P2
0000444416,P2
0000532907,P4
0000487539,P4
0000444620,P4
0000500630,P4
0000427683,P3
0000486013,P3
0000420819,P2
0000534698,P2
0000518339,P4
0000483981,P4
0000444779,P3
0000387843,P1
0000522203,P2
0000234729,P4
0000431637,P3
0000522061,P1
0000471122,P4
0000497393,P4
0000529157,P2
0000514867,P2
0000503865,P1
0000492133,P3
0000523199,P4
0000266534,P3
0000530916,P1
0000515921,P4
0000471536,P4
0000525466,P3
0000390213,P4
0000525260,P4
0000515199,P2
0000523637,P4
0000239748,P3
0000529355,P2
0000506108,P3
0000493983,P4
0000426186,P2
0000509231,P2
0000526608,P2
0000235217,P1
0000477063,P2
0000380381,P1
0000388400,P2
0000248164,P1
0000534697,P4
0000529256,P3
0000531731,P4
0000513800,P4
0000409374,P2
0000488053,P3
0000491763,P3
0000381697,P1
0000233971,P1
0000243381,P2
0000534009,P4
0000465236,P1
0000507301,P2
0000527237,P3
0000507036,P4
0000528256,P1
0000235391,P2
0000248212,P2
0000513013,P3
0000444096,P4
0000511977,P4
0000492080,P4
0000512971,P1
0000427368,P1
0000488025,P2
0000485453,P3
0000470519,P4
0000455355,P3
0000244625,P3
0000255236,P1
0000415913,P4
0000483266,P2
0000312598,P3
0000522245,P4
0000477314,P2
0000423809,P2
0000262340,P3
0000409565,P3
0000391715,P2
0000519827,P4
0000527283,P2
0000518968,P3
0000492826,P1
0000488664,P2
0000522284,P2
0000466909,P4
0000263076,P2
0000531175,P4
0000497240,P3
0000532048,P3
0000531036,P4
0000240836,P4
0000501662,P3
0000522251,P4
0000529042,P3
0000491573,P1
0000412667,P2
0000233168,P4
0000487002,P1
0000247787,P3
0000499635,P1
0000489469,P2
0000303627,P3
0000241427,P2
0000519828,P3
0000403692,P2
0000243502,P2
0000445075,P3
0000532083,P4
0000425503,P2
0000439866,P3
0000265306,P2
0000489065,P2
0000395548,P1
0000512283,P4
0000478665,P1
0000483796,P3
0000439111,P3
0000439749,P4
0000528009,P4
0000477757,P4
0000523606,P2
0000387515,P3
0000489514,P1
0000426513,P3
0000489139,P2
0000523251,P4
0000532813,P1
0000450896,P2
0000518338,P4
0000507669,P4
0000513394,P4
0000429400,P3
0000496310,P1
0000510762,P3
0000344235,P2
0000495113,P4
0000499089,P2
0000261333,P3
0000474146,P4
0000412115,P2
0000455089,P2
0000530585,P4
0000239860,P3
0000416966,P3
0000524846,P3
0000238426,P1
0000485804,P4
0000496618,P4
0000417015,P4
0000526086,P4
0000471253,P1
0000473122,P2
0000501803,P2
0000495163,P3
0000531310,P2
0000455957,P4
0000433436,P4
0000266240,P3
0000514361,P4
0000485143,P2
0000531514,P4
0000511917,P4
0000531577,P2
0000489603,P3
0000439986,P4
0000434544,P4
0000534232,P3
0000368623,P1
0000465978,P1
0000389115,P4
0000230997,P2
0000440797,P1
0000521268,P4
0000429582,P2
0000511184,P1
0000519676,P2
0000520085,P2
0000511869,P2
0000268599,P4
0000505779,P3
0000515638,P3
0000422825,P2
0000402617,P4
0000502725,P3
0000516943,P4
0000268819,P1
0000485784,P2
0000246771,P2
0000521718,P4
0000525864,P4
0000411320,P4
0000506224,P4
0000532721,P1
0000503990,P4
0000426442,P4
0000239401,P2
0000525758,P4
0000245755,P2
0000482158,P1
0000525459,P4
0000523738,P4
0000533249,P4
0000453141,P3
0000474738,P1
0000259446,P4
0000242092,P3
0000447344,P4
0000495595,P4
0000472835,P1
0000482772,P2
0000411408,P4
0000498658,P1
0000447594,P2
0000527679,P4
0000466756,P4
0000417312,P4
0000533621,P3
0000489956,P4
0000412566,P4
0000426545,P3
0000420134,P3
0000530933,P4
0000354025,P2
0000353990,P2
0000492526,P4
0000531096,P2
0000530430,P4
0000491458,P3
0000437982,P2
0000489224,P3
0000505310,P4
0000235075,P2
0000526264,P3
0000477132,P4
0000240018,P1
0000459626,P4
0000498536,P2
0000382921,P2
0000494172,P3
0000246883,P3
0000404123,P4
0000455570,P2
0000363905,P2
0000465461,P1
0000469929,P2
0000265848,P3
0000512737,P4
0000237387,P3
0000526632,P4
0000460196,P4
0000533222,P4
0000399466,P2
0000525823,P4
0000521068,P4
0000492629,P4
0000412781,P4
0000263780,P3
0000484674,P4
0000516020,P4
0000502497,P2
0000522791,P4
0000470363,P4
0000522444,P4
0000484868,P4
0000470838,P2
0000513576,P4
0000231509,P3
0000384873,P4
0000519921,P4
0000527982,P4
0000264321,P4
0000427817,P4
0000534336,P2
0000531840,P3
0000396611,P4
0000512314,P3
0000521886,P3
0000422244,P4
0000233193,P3
0000465030,P2
0000523035,P4
0000522911,P2
0000429187,P2
0000512026,P4
0000534718,P1
0000505444,P4
0000470892,P4
0000231038,P2
0000412721,P1
0000528172,P4
0000254973,P4
0000508671,P4
0000495909,P2
0000434347,P2
0000393383,P3
0000249923,P4
0000526297,P3
0000502961,P3
0000516670,P1
0000501223,P3
0000242742,P2
0000518160,P4
0000487505,P2
0000486523,P2
0000517697,P1
0000427199,P2
0000449628,P1
0000412526,P3
0000514353,P3
0000519384,P4
0000526711,P3
0000236666,P2
0000472528,P2
0000526412,P3
0000235181,P3
0000534666,P4
0000520641,P4
0000396556,P2
0000373287,P4
0000438078,P2
0000447964,P3
0000426478,P4
0000532220,P4
0000529416,P3
0000500141,P4
0000509951,P2
0000505245,P2
0000488937,P3
0000403310,P4
0000476520,P4
0000533540,P2
0000532873,P2
0000475197,P4
0000478760,P4
0000534471,P4
0000491084,P4
0000494472,P1
0000392591,P3
0000526168,P2
0000492299,P3
0000523452,P2
0000396582,P2
0000470201,P4
0000434389,P3
0000523615,P3
0000529907,P3
0000509703,P3
0000491861,P2
0000532189,P4
0000503115,P4
0000516372,P4
0000458876,P1
0000503436,P4
0000454374,P3
0000230292,P2
0000479598,P4
0000439709,P4
0000503645,P4
0000522383,P4
0000490514,P2
0000493078,P4
0000473921,P4
0000531741,P2
0000329245,P4
0000522120,P4
0000453168,P4
0000526683,P1
0000407748,P4
0000244937,P2
0000494039,P4
0000242774,P2
0000487998,P4
0000472896,P4
0000475235,P3
0000442503,P4
0000233394,P2
0000521167,P3
0000504662,P4
0000463855,P2
0000399364,P2
0000267327,P3
0000532350,P4
0000531101,P3
0000494331,P2
0000521365,P2
0000531234,P4
0000525123,P3
0000517441,P1
0000507790,P4
0000502522,P4
0000510739,P2
0000275034,P2
0000533228,P4
0000474718,P4
0000504587,P3
0000397001,P2
0000463942,P3
0000523840,P4
0000477925,P2
0000512695,P2
0000232308,P2
0000451215,P3
0000245876,P2
0000475285,P1
0000534297,P3
0000505588,P3
0000396387,P2
0000409453,P2
0000530458,P4
0000382482,P4
0000420623,P3
0000536828,P4
0000536831,P4
0000536832,P1
0000536833,P3
0000536834,P2
0000536835,P2
0000536836,P4
0000536837,P2
0000536838,P2
0000536839,P4
0000536840,P1
0000536841,P2
0000536842,P3
0000536843,P2
0000536844,P2
0000231634,P4
0000510456,P4
0000509101,P2
0000530548,P4
0000529812,P4
0000248231,P4
0000480794,P4
0000482346,P2
0000505277,P3
0000420728,P4
0000454669,P3
0000521298,P4
0000530979,P3
0000497604,P1
0000512477,P4
0000494456,P2
0000510797,P4
0000510185,P3
0000533153,P2
0000230859,P3
0000512567,P4
0000452514,P2
0000529936,P4
0000534051,P4
0000511249,P3
0000511526,P2
0000404346,P1
0000517985,P2
0000512593,P2
0000477001,P2
0000531874,P2
0000533585,P2
0000383521,P2
0000513187,P3
0000453715,P2
0000489615,P4
0000411727,P2
0000518530,P3
0000515070,P3
0000516352,P4
0000485496,P4
0000241071,P2
0000519858,P2
0000453184,P2
0000404870,P4
0000509961,P3
0000399449,P4
0000446248,P4
0000534402,P4
0000233206,P4
0000449196,P4
0000470295,P2
0000498149,P2
0000232649,P2
0000513092,P3
0000404075,P4
0000533038,P4
0000503177,P3
0000525795,P4
0000498932,P2
0000239478,P2
0000486414,P4
0000462124,P2
0000530581,P2
0000485575,P2
0000465387,P4
0000518059,P4
0000522702,P2
0000493421,P4
0000520390,P3
0000233236,P3
0000495665,P3
0000492443,P2
0000299393,P3
0000512981,P3
0000527352,P3
0000521871,P4
0000255499,P4
0000391617,P3
0000509079,P3
0000408670,P4
0000234561,P2
0000235086,P4
0000534730,P3
0000233915,P2
0000453174,P3
0000501837,P3
0000510033,P4
0000521407,P4
0000509185,P4
0000518904,P4
0000490746,P1
0000529685,P4
0000516994,P4
0000404569,P4
0000524392,P4
0000536319,P2
0000536321,P3
0000536322,P4
0000536323,P2
0000536324,P3
0000536325,P4
0000536326,P1
0000536327,P1
0000536328,P3
0000536329,P2
0000536330,P4
0000536331,P4
0000536332,P3
0000536333,P3
0000536334,P2
0000536335,P4
0000536336,P2
0000452169,P4
0000500566,P1
0000464637,P4
0000523051,P4
0000476689,P2
0000276495,P1
0000529084,P4
0000400352,P4
0000465999,P3
0000505186,P2
0000525686,P2
0000261085,P4
0000524991,P4
0000493043,P4
0000519672,P4
0000495735,P3
0000444763,P4
0000490847,P4
0000234907,P2
0000493245,P4
0000509541,P1
0000510838,P3
0000472694,P2
0000243840,P3
0000260214,P3
0000473075,P2
0000402410,P3
0000256868,P2
0000513865,P3
0000311895,P2
0000523071,P1
0000503078,P4
0000295320,P3
0000501682,P1
0000524865,P3
0000479415,P3
0000482508,P4
0000508143,P3
0000460332,P2
0000481217,P3
0000515557,P2
0000522687,P3
0000503291,P2
0000528643,P2
0000436419,P4
0000501347,P4
0000490895,P4
0000502147,P4
0000522647,P2
0000472611,P3
0000231089,P2
0000507200,P3
0000476763,P3
0000504569,P3
0000446941,P4
0000485689,P4
0000461878,P4
0000480259,P3
0000385943,P3
0000524149,P4
0000511619,P1
0000511973,P4
0000474648,P3
0000524637,P4
0000514133,P2
0000496280,P2
0000444095,P3
0000441301,P2
0000522570,P4
0000232344,P2
0000524372,P2
0000514636,P2
0000243676,P3
0000505270,P4
0000472526,P3
0000478820,P4
0000503482,P4
0000457498,P2
0000491130,P4
0000511278,P4
0000521037,P4
0000496961,P3
0000495974,P2
0000443769,P3
0000498008,P4
0000501642,P2
0000525341,P4
0000507440,P4
0000513177,P4
0000445654,P4
0000509631,P4
0000533151,P3
0000529132,P4
0000532001,P4
0000313397,P4
0000524334,P4
0000458035,P4
0000396922,P4
0000466337,P1
0000524998,P4
0000230327,P2
0000449219,P3
0000529255,P4
0000511524,P2
0000417591,P3
0000527809,P4
0000515933,P3
0000511402,P4
0000473630,P3
0000523830,P4
0000464772,P3
0000410886,P2
0000504223,P4
0000526829,P4
0000502720,P2
0000468436,P4
0000420749,P2
0000389206,P4
0000502409,P4
0000524333,P4
0000261920,P2
0000519550,P4
0000522424,P2
0000424457,P1
0000499056,P4
0000435063,P2
0000511688,P4
0000507028,P4
0000231037,P3
0000455429,P3
0000482658,P2
0000235366,P1
0000383523,P4
0000522763,P3
0000237619,P4
0000234260,P2
0000512228,P2
0000365468,P3
0000505943,P2
0000511296,P2
0000535045,P1
0000480038,P3
0000238470,P1
0000533285,P4
0000497996,P2
0000509582,P4
0000231508,P2
0000480606,P4
0000255916,P4
0000475249,P2
0000504776,P4
0000524196,P4
0000529349,P4
0000530598,P4
0000499221,P4
0000485523,P2
0000263143,P1
0000477326,P1
0000469209,P2
0000437734,P4
0000436854,P1
0000383264,P3
0000450258,P2
0000241859,P4
0000384601,P3
0000420848,P3
0000514602,P2
0000522091,P3
0000278646,P4
0000508181,P3
0000472950,P4
0000533752,P3
0000230724,P2
0000297827,P3
0000232915,P4
0000278413,P2
0000486267,P4
0000531263,P4
0000485180,P3
0000515664,P4
0000530285,P2
0000418611,P4
0000257003,P1
0000405846,P3
0000499600,P4
0000485953,P4
0000511172,P4
0000474506,P4
0000445597,P2
0000504960,P2
0000533406,P1
0000231681,P3
0000522234,P2
0000499057,P4
0000427950,P3
0000403162,P4
0000526221,P4
0000515505,P3
0000526862,P4
0000232914,P1
0000243251,P1
0000425536,P2
0000518395,P4
0000466606,P4
0000466485,P4
0000456306,P3
0000407772,P3
0000511421,P4
0000533826,P2
0000505939,P4
0000530521,P4
0000345285,P1
0000451297,P3
0000505816,P2
0000527110,P4
0000534816,P3
0000424976,P2
0000384074,P2
0000525638,P4
0000502173,P4
0000443964,P4
0000484534,P4
0000530350,P4
0000434254,P3
0000518170,P2
0000533681,P3
0000490706,P3
0000396814,P3
0000530554,P1
0000510983,P4
0000514505,P4
0000470108,P2
0000526093,P3
0000467744,P2
0000245618,P3
0000520053,P4
0000481922,P3
0000406906,P4
0000295304,P3
0000513647,P2
0000531013,P4
0000513728,P3
0000496719,P4
0000525253,P4
0000528468,P4
0000508261,P4
0000532783,P2
0000533362,P2
0000241709,P3
0000527967,P3
0000241403,P3
0000445824,P3
0000427855,P4
0000518486,P2
0000490512,P3
0000529465,P2
0000474334,P2
0000474180,P3
0000446470,P4
0000529816,P2
0000530802,P4
0000345196,P4
0000510529,P4
0000507086,P2
0000426987,P3
0000501234,P1
0000527287,P3
0000507797,P3
0000403568,P3
0000444718,P3
0000265160,P3
0000495944,P2
0000530616,P4
0000493047,P2
0000493425,P4
0000514027,P1
0000478009,P2
0000524495,P3
0000433222,P4
0000528388,P4
0000491093,P4
0000534207,P4
0000517682,P2
0000524307,P1
0000530675,P4
0000479653,P3
0000533169,P3
0000532980,P3
0000380716,P2
0000524967,P4
0000474972,P3
0000486082,P3
0000534701,P4
0000524682,P3
0000447052,P3
0000353638,P2
0000511806,P4
0000504221,P4
0000517393,P4
0000411949,P4
0000495994,P3
0000516292,P4
0000512321,P1
0000257574,P1
0000401483,P1
0000500752,P3
0000430226,P3
0000418774,P2
0000450167,P4
0000257878,P2
0000426903,P3
0000319351,P3
0000531343,P4
0000483392,P4
0000525411,P4
0000260874,P3
0000534398,P4
0000474469,P2
0000429954,P4
0000523619,P4
0000513277,P1
0000525425,P3
0000509587,P4
0000382298,P4
0000526013,P4
0000396214,P2
0000504230,P4
0000503432,P2
0000471802,P2
0000511298,P3
0000387165,P4
0000480696,P3
0000532540,P2
0000527620,P4
0000515006,P3
0000515478,P2
0000489348,P4
0000401514,P4
0000529903,P4
0000491957,P4
0000522899,P1
0000507479,P2
0000482104,P2
0000519067,P4
0000503722,P1
0000496232,P1
0000442117,P3
0000512768,P4
0000384346,P2
0000489407,P4
0000474844,P4
0000499797,P4
0000527578,P4
0000533754,P3
0000473997,P4
0000234074,P2
0000517363,P2
0000531947,P4
0000527112,P3
0000468945,P4
0000510810,P3
0000519758,P3
0000482169,P2
0000242270,P1
0000491587,P2
0000472907,P4
0000481275,P4
0000514656,P4
0000534323,P4
0000511638,P4
0000532108,P2
0000490872,P3
0000458050,P3
0000402063,P1
0000477272,P4
0000100190,P2
0000399269,P3
0000247107,P3
0000473777,P3
0000451937,P4
0000447305,P3
0000479255,P2
0000523559,P1
0000230375,P4
0000457599,P2
0000442257,P1
0000525035,P4
0000405260,P2
0000493840,P4
0000468283,P2
0000424331,P2
0000230284,P1
0000527245,P2
0000406867,P4
0000390968,P4
0000257314,P2
0000487888,P3
0000400516,P4
0000505217,P3
0000432904,P4
0000239770,P3
0000522616,P4
0000527918,P2
0000493526,P4
0000497436,P4
0000486716,P4
0000429362,P2
0000489784,P3
0000507840,P4
0000514675,P3
0000489470,P2
0000465255,P4
0000439085,P3
0000507345,P3
0000530319,P4
0000533052,P4
0000508665,P1
0000382811,P2
0000237656,P3
0000399438,P2
0000534901,P4
0000507134,P2
0000527634,P3
0000530405,P4
0000487633,P1
0000430821,P2
0000479752,P3
0000492160,P4
0000517385,P4
0000470547,P4
0000450323,P3
0000533046,P2
0000480428,P2
0000277962,P3
0000484114,P4
0000409564,P3
0000432704,P4
0000526784,P4
0000241078,P3
0000516571,P3
0000426942,P2
0000472097,P4
0000482222,P4
0000499993,P3
0000498387,P2
0000411530,P3
0000436842,P3
0000470984,P3
0000484086,P4
0000529380,P4
0000470300,P2
0000525319,P1
0000327010,P4
0000416039,P4
0000513040,P2
0000262090,P3
0000515178,P3
0000490497,P4
0000521072,P4
0000508676,P3
0000503162,P4
0000445201,P4
0000510938,P4
0000528371,P4
0000504434,P4
0000490168,P4
0000491834,P3
0000380046,P4
0000411342,P3
0000237966,P2
0000483345,P4
0000502806,P4
0000486879,P2
0000532556,P3
0000465132,P3
0000532661,P4
0000437591,P2
0000390188,P1
0000472683,P3
0000248870,P2
0000421712,P4
0000483316,P3
0000504605,P4
0000491097,P4
0000444092,P3
0000471544,P4
0000471696,P2
0000480042,P4
0000524825,P2
0000265612,P2
0000518340,P4
0000366852,P2
0000232462,P4
0000441721,P4
0000533022,P4
0000436769,P4
0000462810,P3
0000418924,P3
0000267138,P3
0000525542,P3
0000421872,P4
0000514362,P3
0000465182,P3
0000522256,P4
0000527829,P3
0000444982,P1
0000406524,P2
0000506460,P3
0000518498,P4
0000505583,P3
0000531842,P2
0000526809,P4
0000240487,P1
0000527023,P4
0000533727,P3
0000517736,P4
0000501050,P4
0000267497,P4
0000485552,P4
0000476522,P4
0000512735,P3
0000466879,P2
0000519425,P2
0000521253,P1
0000526948,P3
0000386430,P1
0000523749,P4
0000404965,P2
0000484675,P4
0000237618,P3
0000492718,P3
0000508951,P4
0000534205,P4
0000428670,P4
0000443841,P3
0000513936,P1
0000444850,P3
0000517883,P4
0000521637,P4
0000528320,P3
0000367991,P1
0000519102,P2
0000470425,P1
0000444655,P4
0000383659,P4
0000469407,P1
0000415692,P3
0000431526,P3
0000485433,P2
0000493589,P3
0000469080,P2
0000449223,P4
0000534249,P2
0000432451,P2
0000415560,P1
0000411473,P4
0000279176,P3
0000482672,P3
0000497471,P3
0000237835,P2
0000534880,P4
0000513490,P4
0000516735,P4
0000534591,P1
0000500947,P4
0000464474,P3
0000444627,P2
0000520744,P4
0000398842,P2
0000405678,P2
0000380317,P2
0000381312,P3
0000509091,P3
0000476713,P2
0000512455,P4
0000531562,P4
0000505321,P4
0000248217,P2
0000491844,P4
0000531379,P4
0000515940,P4
0000471192,P2
0000474196,P4
0000509997,P4
0000496816,P4
0000532936,P3
0000433165,P2
0000530134,P4
0000270507,P2
0000398166,P2
0000498009,P2
0000346343,P2
0000533944,P2
0000245322,P2
0000489351,P4
0000235216,P2
0000260846,P2
0000516223,P4
0000494785,P4
0000534199,P3
0000507027,P4
0000498636,P4
0000497537,P3
0000481099,P4
0000533664,P4
0000492290,P3
0000478753,P3
0000505490,P4
0000505412,P4
0000100021,P3
0000508994,P4
0000426865,P3
0000422551,P3
0000508808,P4
0000500414,P4
0000411128,P4
0000487969,P3
0000251649,P3
0000512113,P3
0000533446,P4
0000490437,P1
0000435990,P3
0000381100,P2
0000453621,P2
0000450285,P3
0000501215,P4
0000477867,P4
0000241385,P2
0000426561,P4
0000488855,P1
0000476903,P4
0000482409,P3
0000509830,P3
0000492762,P4
0000294434,P4
0000346517,P2
0000236266,P3
0000510622,P3
0000523545,P4
0000462922,P3
0000513703,P4
0000431490,P1
0000479421,P2
0000523560,P3
0000529113,P2
0000529382,P4
0000484147,P1
0000316591,P3
0000399801,P4
0000258572,P4
0000438780,P4
0000531518,P3
0000507958,P2
0000532896,P4
0000510549,P4
0000419217,P1
0000463394,P1
0000508040,P4
0000530606,P4
0000527616,P4
0000243375,P1
0000464832,P2
0000413108,P3
0000470270,P3
0000442355,P1
0000457696,P3
0000433250,P3
0000516846,P4
0000529437,P4
0000386731,P4
0000264566,P3
0000492580,P4
0000231097,P4
0000507074,P4
0000230467,P2
0000532981,P3
0000517158,P4
0000471189,P4
0000486171,P3
0000466189,P3
0000387260,P3
0000436463,P3
0000242260,P3
0000507928,P3
0000472793,P3
0000509984,P4
0000445292,P2
0000230268,P3
0000486109,P4
0000400279,P2
0000398752,P4
0000387361,P4
0000490683,P2
0000498147,P2
0000319646,P4
0000466540,P3
0000532492,P4
0000527211,P2
0000467925,P1
0000491921,P4
0000384166,P1
0000515539,P4
0000525871,P4
0000525707,P2
0000475317,P3
0000448789,P4
0000509356,P4
0000421866,P3
0000259522,P2
0000528569,P4
0000466002,P4
0000404934,P2
0000239481,P2
0000381880,P2
0000328850,P2
0000504090,P4
0000497412,P4
0000524293,P4
0000518608,P3
0000527107,P4
0000534817,P4
0000495380,P1
0000516540,P4
0000492565,P1
0000480401,P4
0000436484,P3
0000232495,P4
0000500922,P4
0000512566,P4
0000403790,P4
0000240623,P4
0000474271,P1
0000498375,P4
0000513690,P4
0000456756,P3
0000420136,P3
0000502436,P4
0000492692,P4
0000521394,P4
0000494533,P4
0000485901,P3
0000447347,P3
0000447502,P4
0000503634,P1
0000422652,P2
0000479469,P3
0000530880,P3
0000532267,P3
0000442104,P4
0000491346,P2
0000489528,P4
0000523740,P2
0000526460,P4
0000483486,P4
0000471182,P2
0000418975,P2
0000496628,P1
0000392090,P3
0000388096,P1
0000522259,P4
0000516027,P4
0000533962,P4
0000372559,P2
0000389081,P3
0000527988,P1
0000441696,P4
0000437799,P3
0000513798,P2
0000510227,P1
0000497473,P4
0000436236,P2
0000406439,P2
0000240610,P4
0000404695,P3
0000429386,P4
0000509829,P4
0000483357,P2
0000484985,P3
0000399480,P2
0000479860,P3
0000525959,P1
0000292246,P3
0000454224,P2
0000475525,P4
0000499906,P4
0000517341,P4
0000526360,P3
0000495628,P3
0000517877,P2
0000525756,P4
0000439636,P3
0000491527,P3
0000485172,P4
0000519320,P1
0000508658,P2
0000494735,P4
0000518714,P4
0000530893,P4
0000230722,P3
0000510264,P1
0000460666,P2
0000277296,P4
0000534732,P4
0000533528,P2
0000509247,P2
0000266261,P2
0000532620,P3
0000530655,P4
0000510814,P3
0000528575,P4
