ClienteCodigo,RFM_Score,RFM_Level
247990,8,Medium
247994,8,Medium
247995,10,High
247996,5,Promising
248024,6,Promising
248027,8,Medium
248032,9,High
248034,11,High
248035,9,High
248036,7,Medium
248037,7,Medium
248052,10,High
248060,9,High
248071,10,High
248077,9,High
248080,11,High
248098,9,High
248099,9,High
248103,7,Medium
248106,9,High
248108,12,High
248114,4,Needs Attention
248120,8,Medium
248121,12,High
248129,12,High
248135,12,High
248136,12,High
248141,9,High
248142,11,High
248163,3,Require Activation
248164,12,High
248165,3,Require Activation
248166,5,Promising
248170,3,Require Activation
248174,8,Medium
248182,12,High
248184,10,High
248193,9,High
248195,12,High
248200,10,High
248212,10,High
248214,7,Medium
248216,8,Medium
248217,11,High
248231,7,Medium
248233,10,High
248247,10,High
248260,10,High
248261,3,Require Activation
248268,8,Medium
248282,12,High
248288,3,Require Activation
248297,7,Medium
248302,9,High
248305,3,Require Activation
248332,6,Promising
248361,12,High
248362,7,Medium
248369,3,Require Activation
248376,3,Require Activation
248385,9,High
248390,8,Medium
248399,3,Require Activation
248400,8,Medium
248404,6,Needs Attention
248413,12,High
248415,3,Require Activation
248416,10,High
248417,12,High
248420,9,High
248429,11,High
248430,12,High
248446,11,High
248451,5,Promising
248460,12,High
248471,10,High
248473,11,High
248480,10,High
248490,3,Require Activation
248508,5,Promising
248516,12,High
248525,12,High
248526,5,Promising
248556,3,Require Activation
248558,6,Promising
248562,10,High
248573,9,High
248575,11,High
248580,3,Require Activation
248608,5,Promising
248610,3,Require Activation
248612,11,High
248614,10,High
248618,6,Promising
248634,6,Promising
248643,8,Medium
248644,12,High
248662,8,Medium
248664,3,Require Activation
248668,9,High
248679,6,Promising
248681,10,High
248683,6,Promising
248685,4,Needs Attention
248697,11,High
248700,12,High
248742,8,Medium
248762,10,High
248770,12,High
248771,12,High
248779,10,High
248793,8,Medium
248794,11,High
248834,11,High
248867,11,High
248870,8,Medium
248880,3,Require Activation
248883,7,Medium
248920,5,Promising
248931,12,High
248938,11,High
248943,12,High
248947,10,High
248951,6,Promising
248965,9,High
248971,12,High
249029,12,High
249031,11,High
249043,8,Medium
249060,11,High
249063,9,High
249071,11,High
249080,6,Promising
249081,9,High
249094,9,High
249137,11,High
249141,5,Promising
249157,10,High
249161,8,Medium
249169,10,High
249175,4,Needs Attention
249177,12,High
249180,11,High
249185,9,High
249190,10,High
249206,9,High
249241,11,High
249257,10,High
249262,6,Promising
249276,9,High
249280,7,Medium
249281,7,Medium
249290,11,High
249354,11,High
249359,12,High
249365,12,High
249377,11,High
249379,10,High
249380,4,Needs Attention
249386,10,High
249393,12,High
249411,9,High
249441,9,High
249445,9,High
249449,6,Promising
249451,12,High
249457,11,High
249463,12,High
249472,12,High
249478,5,Promising
249483,8,Medium
249486,12,High
249492,9,High
249533,11,High
249589,8,Medium
249593,5,Promising
249599,11,High
249609,10,High
249615,7,Medium
249649,4,Needs Attention
249653,9,High
249665,11,High
249667,10,High
249669,11,High
249690,6,Promising
249700,11,High
249704,8,Medium
249706,4,Needs Attention
249720,12,High
249725,7,Medium
249736,11,High
249744,10,High
249750,12,High
249761,9,High
249781,3,Require Activation
249796,9,High
249820,6,Promising
249829,8,Medium
249864,9,High
249873,12,High
249888,4,Needs Attention
249918,12,High
249923,8,Medium
249926,7,Medium
249927,4,Needs Attention
249937,8,Medium
249976,11,High
250026,11,High
250034,10,High
250057,9,High
250079,8,Medium
250114,10,High
250117,7,Medium
250140,5,Promising
250191,11,High
250195,6,Promising
250214,7,Medium
250239,9,High
250352,11,High
250370,8,Medium
250398,6,Promising
250427,11,High
250451,12,High
250453,11,High
250489,10,High
250506,7,Medium
250507,10,High
250514,10,High
250515,12,High
250517,7,Medium
250536,3,Require Activation
250550,11,High
250557,11,High
250593,9,High
250604,10,High
250606,10,High
250633,9,High
250642,11,High
250658,8,Medium
250663,3,Require Activation
250672,11,High
250708,5,Promising
250732,6,Promising
250776,10,High
250786,5,Promising
250796,8,Medium
250798,11,High
250808,11,High
250818,11,High
250822,11,High
250828,7,Medium
250836,5,Promising
250932,10,High
250968,4,Needs Attention
250972,9,High
250975,9,High
251029,3,Require Activation
251063,7,Medium
251084,5,Promising
251166,3,Require Activation
251191,7,Medium
251196,6,Promising
251225,10,High
251228,7,Medium
251260,10,High
251287,11,High
251295,6,Promising
251329,11,High
251364,11,High
251432,8,Medium
251437,12,High
251453,3,Require Activation
251467,11,High
251510,8,Medium
251533,5,Promising
251576,9,High
251627,9,High
251645,12,High
251649,6,Promising
251712,10,High
251715,3,Require Activation
251736,10,High
251846,9,High
251870,10,High
251891,10,High
251914,12,High
251915,5,Promising
251938,11,High
251956,4,Needs Attention
251999,9,High
252018,8,Medium
252071,10,High
252081,12,High
252082,12,High
252083,10,High
252177,10,High
252192,11,High
252227,3,Require Activation
252299,3,Require Activation
252378,7,Medium
252383,10,High
252387,9,High
252456,11,High
252524,12,High
252552,9,High
252554,11,High
252580,9,High
252668,10,High
252709,8,Medium
252746,9,High
252762,9,High
252772,8,Medium
252875,10,High
252876,3,Require Activation
252905,12,High
252939,9,High
252945,8,Medium
252952,5,Promising
252967,10,High
252989,7,Medium
253009,10,High
253089,10,High
253151,7,Medium
253223,3,Require Activation
253325,7,Medium
253530,6,Promising
253543,12,High
253599,3,Require Activation
253617,11,High
253707,12,High
253766,6,Promising
253819,11,High
253832,10,High
253834,10,High
254264,11,High
254280,6,Promising
254294,6,Needs Attention
254305,9,High
254307,3,Require Activation
254313,11,High
254316,10,High
254317,3,Require Activation
254326,9,High
254329,8,Medium
254338,9,High
254357,5,Needs Attention
254366,7,Medium
254376,12,High
254398,11,High
254406,11,High
254410,9,High
254415,10,High
254430,10,High
254452,5,Promising
254453,9,High
254461,10,High
254473,3,Require Activation
254480,9,High
254486,7,Medium
254493,12,High
254500,10,High
254507,11,High
254512,6,Promising
254531,10,High
254532,4,Needs Attention
254533,11,High
254545,6,Promising
254551,9,High
254552,10,High
254554,8,Medium
254556,4,Needs Attention
254558,9,High
254568,5,Needs Attention
254570,7,Medium
254572,7,Medium
254573,6,Promising
254574,6,Promising
254577,10,High
254578,6,Promising
254582,9,High
254620,10,High
254622,3,Require Activation
254635,7,Medium
254642,7,Medium
254661,10,High
254683,11,High
254698,3,Require Activation
254712,11,High
254717,9,High
254723,6,Promising
254724,10,High
254736,8,Medium
254737,6,Promising
254740,3,Require Activation
254756,3,Require Activation
254768,12,High
254790,10,High
254808,12,High
254813,7,Medium
254838,3,Require Activation
254850,11,High
254861,4,Needs Attention
254873,7,Medium
254878,12,High
254890,7,Medium
254896,7,Medium
254912,11,High
254913,11,High
254916,7,Medium
254927,9,High
254952,5,Promising
254954,3,Require Activation
254995,8,Medium
255001,7,Medium
255002,4,Needs Attention
255009,8,Medium
255022,5,Promising
255023,11,High
255035,3,Require Activation
255037,3,Require Activation
255038,4,Needs Attention
255051,12,High
255080,4,Needs Attention
255085,3,Require Activation
255086,6,Promising
255091,4,Needs Attention
255093,5,Promising
255098,9,High
255104,5,Promising
255107,4,Needs Attention
255108,11,High
255115,10,High
255121,12,High
255128,8,Medium
255153,3,Require Activation
255197,3,Require Activation
255199,12,High
255215,10,High
255221,3,Require Activation
255236,12,High
255242,10,High
255245,4,Needs Attention
255246,3,Require Activation
255254,8,Medium
255260,9,High
255276,3,Require Activation
255286,6,Promising
255288,4,Needs Attention
255290,12,High
255296,6,Promising
255300,10,High
255315,3,Require Activation
255325,10,High
255336,3,Require Activation
255337,8,Medium
255340,10,High
255341,9,High
255344,8,Medium
255347,7,Medium
255356,10,High
255361,5,Needs Attention
255376,7,Medium
255386,9,High
255392,8,Medium
255398,3,Require Activation
255400,5,Promising
255401,3,Require Activation
255405,9,High
255407,4,Needs Attention
255418,8,Medium
255431,7,Medium
255442,5,Promising
255452,3,Require Activation
255475,9,High
255476,9,High
255486,10,High
255497,5,Promising
255499,4,Needs Attention
255515,9,High
255523,12,High
255529,6,Promising
255534,9,High
255566,8,Medium
255579,9,High
255584,3,Require Activation
255587,3,Require Activation
255588,11,High
255598,5,Promising
255627,9,High
255628,12,High
255682,10,High
255694,12,High
255695,8,Medium
255702,8,Medium
255747,12,High
255750,8,Medium
255781,10,High
255804,7,Medium
255813,9,High
255844,7,Medium
255848,11,High
255859,3,Require Activation
255868,3,Require Activation
255880,5,Promising
255882,8,Medium
255915,6,Promising
255920,7,Medium
255921,10,High
255927,7,Medium
255940,12,High
255946,8,Medium
255947,6,Promising
255949,11,High
255955,3,Require Activation
255957,7,Medium
255984,11,High
255985,12,High
255991,8,Medium
255997,11,High
256000,8,Medium
256004,6,Promising
256007,3,Require Activation
256008,12,High
256034,9,High
256045,6,Promising
256073,4,Needs Attention
256078,4,Needs Attention
256096,6,Promising
256102,10,High
256110,12,High
256173,8,Medium
256184,12,High
256192,6,Promising
256200,12,High
256221,12,High
256239,11,High
256240,8,Medium
256243,7,Medium
256244,5,Needs Attention
256251,5,Promising
256252,3,Require Activation
256254,3,Require Activation
256276,6,Promising
256280,9,High
256290,10,High
256312,10,High
256354,9,High
256378,11,High
256384,9,High
256387,12,High
256407,5,Needs Attention
256419,10,High
256440,9,High
256475,10,High
256500,12,High
256508,9,High
256517,5,Needs Attention
256535,4,Needs Attention
256537,9,High
256556,12,High
256583,9,High
256599,9,High
256610,7,Medium
256612,12,High
256613,4,Needs Attention
256616,3,Require Activation
256624,12,High
256647,6,Promising
256666,6,Promising
256673,10,High
256676,4,Needs Attention
256700,10,High
256742,5,Promising
256745,12,High
256766,3,Require Activation
256777,10,High
256779,7,Medium
256790,3,Require Activation
256798,11,High
256803,11,High
256807,6,Promising
256859,9,High
256868,9,High
256884,9,High
256903,9,High
256937,8,Medium
256938,9,High
256939,6,Promising
256951,9,High
256952,9,High
256964,12,High
257003,11,High
257004,6,Promising
257005,5,Promising
257016,5,Promising
257026,9,High
257055,4,Needs Attention
257056,9,High
257062,7,Medium
257114,8,Medium
257129,12,High
257147,5,Promising
257162,10,High
257164,10,High
257167,7,Medium
257212,3,Require Activation
257213,10,High
257216,11,High
257235,3,Require Activation
257266,11,High
257281,5,Promising
257288,8,Medium
257314,8,Medium
257317,9,High
257318,11,High
257333,11,High
257343,8,Medium
257354,5,Promising
257356,7,Medium
257361,3,Require Activation
257365,4,Needs Attention
257377,9,High
257386,6,Promising
257397,9,High
257409,3,Require Activation
257427,5,Promising
257428,5,Needs Attention
257461,6,Promising
257466,12,High
257475,11,High
257488,11,High
257495,4,Needs Attention
257497,10,High
257518,5,Promising
257535,7,Medium
257574,12,High
257575,7,Medium
257591,8,Medium
257602,4,Needs Attention
257611,3,Require Activation
257621,8,Medium
257732,7,Medium
257734,5,Promising
257775,9,High
257790,10,High
257800,12,High
257803,5,Promising
257813,11,High
257845,8,Medium
257850,12,High
257859,5,Needs Attention
257873,3,Require Activation
257878,10,High
257906,4,Needs Attention
257914,6,Needs Attention
257919,8,Medium
257927,11,High
257928,11,High
257943,7,Medium
257945,7,Medium
257974,7,Medium
258005,10,High
258025,8,Medium
258028,10,High
258033,11,High
258054,9,High
258077,9,High
258088,10,High
258090,3,Require Activation
258095,12,High
258113,4,Needs Attention
258185,7,Medium
258186,8,Medium
258199,11,High
258219,11,High
258236,5,Needs Attention
258244,9,High
258273,4,Needs Attention
258290,10,High
258306,12,High
258310,9,High
258315,10,High
258344,10,High
258376,8,Medium
258385,9,High
258416,3,Require Activation
258436,4,Needs Attention
258441,7,Medium
258465,10,High
258477,9,High
258478,7,Medium
258480,6,Promising
258492,4,Needs Attention
258493,11,High
258501,6,Promising
258537,6,Promising
258547,5,Promising
258550,11,High
258558,10,High
258582,7,Medium
258604,3,Require Activation
258606,12,High
258607,9,High
258616,5,Promising
258617,3,Require Activation
258619,7,Medium
258621,7,Medium
258622,5,Promising
258624,3,Require Activation
258648,12,High
258673,6,Needs Attention
258690,3,Require Activation
258703,10,High
258705,9,High
258716,7,Medium
258718,11,High
258722,12,High
258786,5,Promising
258799,9,High
258806,6,Promising
258808,10,High
258824,5,Promising
258831,12,High
258843,10,High
258854,9,High
258875,9,High
258886,8,Medium
258890,12,High
258892,8,Medium
258899,12,High
258922,8,Medium
258992,12,High
258994,12,High
259051,5,Promising
259064,11,High
259072,11,High
259085,10,High
259093,9,High
259101,6,Promising
259119,9,High
259128,5,Promising
259132,10,High
259169,9,High
259222,10,High
259228,6,Promising
259263,6,Promising
259281,3,Require Activation
259301,12,High
259319,12,High
259371,12,High
259402,8,Medium
259416,12,High
259446,3,Require Activation
259462,12,High
259477,10,High
259482,12,High
259519,3,Require Activation
259522,11,High
259544,9,High
259549,10,High
259557,10,High
259581,3,Require Activation
259595,3,Require Activation
259600,8,Medium
259609,3,Require Activation
259610,5,Promising
259645,9,High
259661,10,High
259666,6,Promising
259669,5,Promising
259683,10,High
259735,12,High
259745,12,High
259772,3,Require Activation
259786,9,High
259828,5,Promising
259840,12,High
259847,3,Require Activation
259851,11,High
259886,12,High
259889,6,Promising
259908,8,Medium
259912,11,High
259917,10,High
259930,10,High
259957,8,Medium
259961,10,High
260018,3,Require Activation
260028,12,High
260042,8,Medium
260050,7,Medium
260052,10,High
260053,7,Medium
260084,7,Medium
260092,11,High
260100,12,High
260104,6,Promising
260109,9,High
260111,6,Promising
260112,3,Require Activation
260128,9,High
260129,12,High
260136,12,High
260148,7,Medium
260152,11,High
260157,5,Promising
260194,10,High
260204,12,High
260207,7,Medium
260213,5,Promising
260214,8,Medium
260224,6,Promising
260230,10,High
260263,3,Require Activation
260282,6,Promising
260293,6,Promising
260300,10,High
260304,9,High
260309,8,Medium
260330,3,Require Activation
260339,7,Medium
260348,6,Promising
260350,6,Promising
260356,9,High
260359,4,Needs Attention
260427,11,High
260435,3,Require Activation
260440,10,High
260481,10,High
260483,12,High
260488,9,High
260490,3,Require Activation
260492,8,Medium
260508,11,High
260512,12,High
260513,7,Medium
260528,6,Promising
260529,11,High
260540,11,High
260541,5,Promising
260543,11,High
260557,7,Medium
260572,5,Promising
260575,7,Medium
260586,11,High
260590,9,High
260594,9,High
260597,8,Medium
260613,11,High
260624,8,Medium
260625,10,High
260634,7,Medium
260635,12,High
260645,10,High
260647,12,High
260649,9,High
260665,3,Require Activation
260672,11,High
260674,11,High
260679,12,High
260685,6,Promising
260689,12,High
260709,8,Medium
260724,11,High
260726,8,Medium
260747,10,High
260750,3,Require Activation
260762,3,Require Activation
260763,9,High
260769,10,High
260773,12,High
260791,7,Medium
260809,9,High
260816,10,High
260819,9,High
260846,10,High
260862,5,Promising
260868,3,Require Activation
260871,12,High
260874,6,Promising
260875,8,Medium
260881,5,Promising
260882,10,High
260894,10,High
260932,8,Medium
260936,11,High
260949,10,High
260950,7,Medium
260957,7,Medium
260974,7,Medium
260995,9,High
260997,11,High
260999,7,Medium
261008,8,Medium
261017,12,High
261019,10,High
261045,5,Promising
261069,10,High
261085,3,Require Activation
261089,11,High
261090,3,Require Activation
261102,9,High
261130,7,Medium
261143,7,Medium
261146,10,High
261147,9,High
261156,11,High
261169,6,Promising
261185,11,High
261187,7,Medium
261204,11,High
261220,10,High
261223,12,High
261224,7,Medium
261237,8,Medium
261239,3,Require Activation
261246,5,Promising
261311,12,High
261317,6,Promising
261325,11,High
261326,11,High
261333,7,Medium
261341,10,High
261349,5,Promising
261351,11,High
261388,12,High
261393,11,High
261420,8,Medium
261421,7,Medium
261424,6,Promising
261427,6,Promising
261430,3,Require Activation
261435,10,High
261438,7,Medium
261440,9,High
261447,7,Medium
261453,10,High
261483,5,Needs Attention
261505,9,High
261513,12,High
261527,12,High
261541,10,High
261544,3,Require Activation
261552,11,High
261553,6,Promising
261555,8,Medium
261567,10,High
261568,3,Require Activation
261581,8,Medium
261589,11,High
261596,10,High
261608,12,High
261618,5,Promising
261645,5,Promising
261666,12,High
261681,10,High
261687,3,Require Activation
261692,8,Medium
261694,8,Medium
261702,8,Medium
261710,9,High
261721,3,Require Activation
261743,9,High
261752,12,High
261766,3,Require Activation
261781,8,Medium
261793,12,High
261796,10,High
261800,8,Medium
261802,10,High
261805,8,Medium
261807,4,Needs Attention
261817,11,High
261834,12,High
261841,8,Medium
261844,12,High
261860,7,Medium
261862,6,Promising
261875,11,High
261877,7,Medium
261879,6,Promising
261892,10,High
261897,10,High
261902,10,High
261906,12,High
261920,10,High
261921,7,Medium
261922,11,High
261929,12,High
261930,11,High
261936,8,Medium
261944,9,High
261945,10,High
261946,12,High
261955,8,Medium
261958,11,High
261962,3,Require Activation
261968,12,High
261970,10,High
261982,7,Medium
261987,11,High
261995,8,Medium
261996,11,High
261997,11,High
262001,9,High
262006,12,High
262007,10,High
262023,5,Promising
262034,3,Require Activation
262036,11,High
262039,3,Require Activation
262045,3,Require Activation
262058,7,Medium
262080,7,Medium
262081,12,High
262086,6,Promising
262087,12,High
262090,8,Medium
262099,12,High
262110,9,High
262121,8,Medium
262127,12,High
262131,8,Medium
262134,9,High
262136,8,Medium
262137,10,High
262147,3,Require Activation
262177,10,High
262179,11,High
262191,10,High
262198,8,Medium
262208,9,High
262228,6,Promising
262243,5,Promising
262283,8,Medium
262297,8,Medium
262304,10,High
262306,12,High
262315,8,Medium
262316,7,Medium
262323,12,High
262325,5,Promising
262328,10,High
262331,9,High
262346,10,High
262348,3,Require Activation
262352,12,High
262377,10,High
262384,9,High
262389,10,High
262407,3,Require Activation
262415,3,Require Activation
262416,12,High
262443,8,Medium
262446,11,High
262448,8,Medium
262451,10,High
262453,9,High
262458,11,High
262462,6,Promising
262471,4,Needs Attention
262480,10,High
262483,12,High
262489,6,Promising
262497,6,Promising
262505,4,Needs Attention
262510,10,High
262516,11,High
262517,12,High
262524,10,High
262527,10,High
262528,10,High
262534,10,High
262557,3,Require Activation
262560,10,High
262564,3,Require Activation
262575,11,High
262580,5,Promising
262612,3,Require Activation
262613,7,Medium
262638,12,High
262650,4,Needs Attention
262663,10,High
262668,9,High
262669,10,High
262680,6,Promising
262684,4,Needs Attention
262696,6,Promising
262702,11,High
262703,12,High
262712,7,Medium
262720,4,Needs Attention
262722,9,High
262732,3,Require Activation
262750,8,Medium
262751,10,High
262756,11,High
262769,9,High
262775,12,High
262788,11,High
262792,12,High
262796,11,High
262799,5,Promising
262811,10,High
262831,4,Needs Attention
262849,6,Promising
262852,10,High
262855,5,Promising
262860,3,Require Activation
262868,7,Medium
262881,12,High
262886,10,High
262887,12,High
262914,7,Medium
262929,11,High
262931,11,High
262937,6,Promising
262938,7,Medium
262953,12,High
262968,12,High
262974,8,Medium
262979,7,Medium
262987,9,High
262994,11,High
263020,8,Medium
263023,11,High
263051,3,Require Activation
263060,12,High
263076,8,Medium
263106,6,Promising
263109,3,Require Activation
263110,9,High
263120,11,High
263127,12,High
263135,4,Needs Attention
263143,9,High
263145,8,Medium
263152,6,Promising
263162,7,Medium
263167,12,High
263168,9,High
263178,11,High
263181,9,High
263189,8,Medium
263202,7,Medium
263206,7,Medium
263220,11,High
263225,12,High
263327,12,High
263328,4,Needs Attention
263340,6,Promising
263349,9,High
263351,7,Medium
263356,3,Require Activation
263358,9,High
263381,11,High
263383,7,Medium
263400,6,Promising
263417,11,High
263423,11,High
263442,9,High
263448,3,Require Activation
263472,11,High
263485,10,High
263490,8,Medium
263506,3,Require Activation
263514,12,High
263516,6,Promising
263533,6,Promising
263534,10,High
263536,12,High
263546,3,Require Activation
263556,3,Require Activation
263559,12,High
263560,7,Medium
263561,9,High
263573,10,High
263575,7,Medium
263585,11,High
263588,10,High
263592,9,High
263610,7,Medium
263622,10,High
263626,3,Require Activation
263627,3,Require Activation
263631,3,Require Activation
263650,9,High
263671,4,Needs Attention
263677,9,High
263690,10,High
263692,9,High
263699,10,High
263707,10,High
263709,5,Promising
263712,11,High
263717,6,Promising
263720,10,High
263724,10,High
263731,12,High
263747,5,Promising
263754,12,High
263765,3,Require Activation
263771,11,High
263774,10,High
263780,10,High
263784,5,Promising
263806,4,Needs Attention
263808,10,High
263827,9,High
263828,12,High
263849,3,Require Activation
263855,5,Promising
263859,3,Require Activation
263867,4,Needs Attention
263877,3,Require Activation
263878,9,High
263881,8,Medium
263897,8,Medium
263903,12,High
263906,10,High
263907,11,High
263910,10,High
263911,12,High
263916,11,High
263923,12,High
263924,12,High
263936,12,High
263947,6,Promising
263970,8,Medium
263973,8,Medium
263974,10,High
263976,3,Require Activation
263993,4,Needs Attention
264021,5,Promising
264025,4,Needs Attention
264056,7,Medium
264059,5,Promising
264062,6,Promising
264070,10,High
264074,9,High
264084,9,High
264088,9,High
264092,12,High
264100,4,Needs Attention
264103,11,High
264105,12,High
264107,7,Medium
264110,9,High
264111,12,High
264124,6,Promising
264134,7,Medium
264136,7,Medium
264138,11,High
264153,7,Medium
264163,3,Require Activation
264164,10,High
264165,7,Medium
264167,9,High
264169,11,High
264173,6,Promising
264203,11,High
264206,9,High
264235,9,High
264242,11,High
264254,11,High
264257,8,Medium
264259,3,Require Activation
264275,8,Medium
264276,8,Medium
264279,9,High
264286,6,Promising
264288,9,High
264297,9,High
264327,8,Medium
264334,3,Require Activation
264335,11,High
264337,7,Medium
264338,12,High
264340,11,High
264342,9,High
264353,12,High
264363,5,Promising
264369,7,Medium
264373,9,High
264382,7,Medium
264387,5,Promising
264391,10,High
264392,6,Promising
264398,10,High
264408,11,High
264423,7,Medium
264432,9,High
264440,6,Promising
264473,10,High
264482,3,Require Activation
264494,7,Medium
264504,12,High
264510,4,Needs Attention
264539,4,Needs Attention
264541,3,Require Activation
264542,4,Needs Attention
264546,5,Promising
264552,7,Medium
264566,6,Promising
264567,12,High
264570,5,Promising
264576,11,High
264579,11,High
264581,6,Promising
264583,11,High
264600,12,High
264618,5,Promising
264637,8,Medium
264641,6,Promising
264652,10,High
264654,9,High
264665,9,High
264673,6,Promising
264678,9,High
264687,9,High
264694,5,Promising
264697,3,Require Activation
264723,6,Promising
264725,3,Require Activation
264727,8,Medium
264733,3,Require Activation
264739,6,Promising
264742,3,Require Activation
264743,6,Promising
264745,10,High
264753,12,High
264754,9,High
264756,10,High
264768,10,High
264770,10,High
264772,12,High
264773,11,High
264785,3,Require Activation
264789,3,Require Activation
264790,5,Promising
264793,7,Medium
264795,3,Require Activation
264815,11,High
264827,8,Medium
264835,6,Promising
264846,6,Promising
264857,6,Promising
264858,6,Promising
264874,11,High
264877,4,Needs Attention
264886,10,High
264887,9,High
264891,6,Promising
264900,7,Medium
264922,11,High
264923,12,High
264927,3,Require Activation
264937,7,Medium
264943,9,High
264950,8,Medium
264954,11,High
264963,7,Medium
264966,4,Needs Attention
264970,8,Medium
264972,7,Medium
264973,6,Promising
264974,6,Promising
264978,9,High
264980,3,Require Activation
264987,3,Require Activation
265010,8,Medium
265024,6,Promising
265030,8,Medium
265041,9,High
265044,7,Medium
265050,9,High
265052,5,Promising
265064,7,Medium
265068,3,Require Activation
265093,6,Promising
265106,9,High
265114,10,High
265124,3,Require Activation
265126,9,High
265129,9,High
265130,4,Needs Attention
265140,6,Promising
265142,11,High
265160,6,Promising
265162,9,High
265167,8,Medium
265179,5,Promising
265192,9,High
265196,9,High
265211,7,Medium
265213,6,Promising
265217,8,Medium
265219,10,High
265220,11,High
265223,5,Promising
265231,7,Medium
265245,11,High
265250,8,Medium
265254,3,Require Activation
265264,4,Needs Attention
265266,5,Promising
265267,9,High
265272,9,High
265280,8,Medium
265284,11,High
265297,9,High
265306,8,Medium
265317,4,Needs Attention
265347,10,High
265352,7,Medium
265361,11,High
265369,3,Require Activation
265373,3,Require Activation
265374,7,Medium
265381,11,High
265392,5,Promising
265393,9,High
265399,8,Medium
265400,10,High
265402,11,High
265404,9,High
265406,8,Medium
265423,6,Promising
265424,11,High
265430,3,Require Activation
265435,9,High
265447,8,Medium
265456,10,High
265470,9,High
265480,5,Promising
265483,9,High
265489,7,Medium
265490,9,High
265501,4,Needs Attention
265510,10,High
265511,12,High
265532,4,Needs Attention
265547,10,High
265552,5,Promising
265563,4,Needs Attention
265571,3,Require Activation
265591,6,Promising
265611,8,Medium
265612,11,High
265624,10,High
265642,9,High
265647,10,High
265653,12,High
265654,9,High
265662,10,High
265697,3,Require Activation
265720,10,High
265731,5,Promising
265743,5,Promising
265767,8,Medium
265768,7,Medium
265774,7,Medium
265779,10,High
265780,10,High
265781,8,Medium
265798,3,Require Activation
265811,8,Medium
265813,4,Needs Attention
265815,9,High
265822,11,High
265827,6,Promising
265833,8,Medium
265839,3,Require Activation
265847,9,High
265848,6,Promising
265851,8,Medium
265855,3,Require Activation
265861,4,Needs Attention
265893,6,Promising
265897,10,High
265903,12,High
265918,5,Promising
265927,11,High
265928,8,Medium
265930,9,High
265936,12,High
265951,11,High
265956,3,Require Activation
265964,9,High
266014,7,Medium
266018,10,High
266019,5,Promising
266047,10,High
266052,7,Medium
266053,10,High
266055,12,High
266073,3,Require Activation
266119,3,Require Activation
266131,12,High
266139,7,Medium
266142,8,Medium
266153,8,Medium
266154,8,Medium
266158,5,Promising
266164,10,High
266170,4,Needs Attention
266177,11,High
266179,10,High
266190,9,High
266191,11,High
266194,8,Medium
266197,12,High
266210,10,High
266218,3,Require Activation
266230,10,High
266234,6,Promising
266235,4,Needs Attention
266240,4,Needs Attention
266250,8,Medium
266251,5,Promising
266257,7,Medium
266260,9,High
266261,9,High
266263,8,Medium
266285,8,Medium
266291,8,Medium
266294,10,High
266296,11,High
266327,6,Promising
266331,10,High
266376,8,Medium
266379,9,High
266390,4,Needs Attention
266403,8,Medium
266409,11,High
266423,12,High
266424,12,High
266425,7,Medium
266439,3,Require Activation
266440,7,Medium
266444,11,High
266453,11,High
266465,10,High
266488,9,High
266492,7,Medium
266493,12,High
266500,9,High
266506,9,High
266513,11,High
266522,9,High
266525,9,High
266527,5,Promising
266531,12,High
266534,9,High
266541,5,Promising
266543,3,Require Activation
266550,7,Medium
266557,4,Needs Attention
266562,9,High
266570,8,Medium
266586,9,High
266596,12,High
266624,7,Medium
266634,8,Medium
266640,3,Require Activation
266655,9,High
266663,6,Promising
266671,9,High
266674,3,Require Activation
266724,9,High
266726,10,High
266727,5,Promising
266729,9,High
266733,11,High
266734,7,Medium
266736,11,High
266745,9,High
266748,12,High
266751,11,High
266752,9,High
266761,12,High
266768,8,Medium
266771,6,Promising
266775,3,Require Activation
266778,10,High
266781,8,Medium
266782,10,High
266783,7,Medium
266784,7,Medium
266790,8,Medium
266794,11,High
266808,10,High
266840,3,Require Activation
266843,8,Medium
266861,12,High
266878,11,High
266882,10,High
266887,10,High
266889,4,Needs Attention
266897,6,Promising
266901,6,Promising
266904,12,High
266906,6,Promising
266909,9,High
266933,9,High
266947,8,Medium
266950,9,High
267013,10,High
267014,9,High
267016,10,High
267017,5,Promising
267025,6,Needs Attention
267030,8,Medium
267032,8,Medium
267041,3,Require Activation
267057,4,Needs Attention
267061,6,Promising
267064,7,Medium
267071,4,Needs Attention
267093,7,Medium
267102,10,High
267107,4,Needs Attention
267109,11,High
267113,10,High
267138,8,Medium
267143,6,Promising
267146,11,High
267147,11,High
267156,9,High
267170,9,High
267184,10,High
267189,3,Require Activation
267190,9,High
267200,9,High
267203,10,High
267211,3,Require Activation
267222,11,High
267230,10,High
267264,11,High
267279,11,High
267284,7,Medium
267291,8,Medium
267317,11,High
267318,12,High
267327,7,Medium
267330,10,High
267337,5,Promising
267340,10,High
267346,4,Needs Attention
267352,9,High
267353,11,High
267354,9,High
267364,6,Promising
267375,6,Promising
267384,11,High
267389,4,Needs Attention
267390,3,Require Activation
267395,9,High
267396,9,High
267404,9,High
267411,11,High
267426,8,Medium
267429,9,High
267437,8,Medium
267446,3,Require Activation
267464,7,Medium
267470,8,Medium
267471,10,High
267480,11,High
267497,3,Require Activation
267514,9,High
267561,3,Require Activation
267566,9,High
267567,8,Medium
267572,7,Medium
267573,5,Promising
