ClienteCodigo,RFM_Score,RFM_Level
0000500908,10,High
0000500909,11,High
0000500912,5,Promising
0000500915,5,Needs Attention
0000500919,8,Medium
0000500921,8,Medium
0000500925,10,High
0000500929,10,High
0000500930,3,Require Activation
0000500935,9,High
0000500944,7,Medium
0000500946,11,High
0000500948,7,Medium
0000500949,4,Needs Attention
0000500959,8,Medium
0000500960,9,High
0000500965,5,Promising
0000500971,4,Needs Attention
0000500972,12,High
0000500973,11,High
0000500974,7,Medium
0000500977,10,High
0000500980,12,High
0000500982,9,High
0000500985,4,Needs Attention
0000500986,6,Promising
0000500987,7,Medium
0000500988,10,High
0000500989,9,High
0000500992,3,Require Activation
0000500997,3,Require Activation
0000500998,11,High
0000501006,3,Require Activation
0000501008,9,High
0000501011,7,Medium
0000501012,5,Promising
0000501017,6,Promising
0000501018,3,Require Activation
0000501019,9,High
0000501020,10,High
0000501021,4,Needs Attention
0000501022,8,Medium
0000501028,8,Medium
0000501029,8,Medium
0000501030,5,Promising
0000501034,3,Require Activation
0000501035,7,Medium
0000501041,10,High
0000501047,4,Needs Attention
0000501050,5,Promising
0000501054,11,High
0000501055,8,Medium
0000501056,11,High
0000501057,10,High
0000501058,5,Promising
0000501060,3,Require Activation
0000501069,8,Medium
0000501071,6,Promising
0000501073,3,Require Activation
0000501074,8,Medium
0000501076,10,High
0000501079,7,Medium
0000501086,10,High
0000501092,4,Needs Attention
0000501095,9,High
0000501096,5,Promising
0000501097,3,Require Activation
0000501103,11,High
0000501105,3,Require Activation
0000501117,9,High
0000501120,9,High
0000501123,9,High
0000501124,11,High
0000501127,5,Promising
0000501138,12,High
0000501143,6,Promising
0000501144,9,High
0000501160,6,Promising
0000501165,7,Medium
0000501172,3,Require Activation
0000501178,3,Require Activation
0000501179,11,High
0000501183,5,Needs Attention
0000501191,11,High
0000501193,7,Medium
0000501198,6,Promising
0000501203,3,Require Activation
0000501204,8,Medium
0000501205,8,Medium
0000501208,6,Promising
0000501209,9,High
0000501217,9,High
0000501220,12,High
0000501221,3,Require Activation
0000501223,5,Promising
0000501224,10,High
0000501227,9,High
0000501231,10,High
0000501232,3,Require Activation
0000501233,3,Require Activation
0000501234,12,High
0000501237,11,High
0000501239,10,High
0000501241,3,Require Activation
0000501242,6,Promising
0000501243,11,High
0000501247,11,High
0000501248,7,Medium
0000501250,4,Needs Attention
0000501251,11,High
0000501252,10,High
0000501254,3,Require Activation
0000501256,6,Promising
0000501260,5,Needs Attention
0000501261,11,High
0000501267,9,High
0000501268,11,High
0000501269,8,Medium
0000501270,8,Medium
0000501276,7,Medium
0000501279,3,Require Activation
0000501281,10,High
0000501282,9,High
0000501288,11,High
0000501290,10,High
0000501293,8,Medium
0000501295,8,Medium
0000501297,9,High
0000501298,4,Needs Attention
0000501299,3,Require Activation
0000501303,10,High
0000501304,6,Promising
0000501306,10,High
0000501307,12,High
0000501308,7,Medium
0000501311,9,High
0000501315,8,Medium
0000501317,10,High
0000501321,9,High
0000501323,8,Medium
0000501326,5,Promising
0000501327,11,High
0000501330,8,Medium
0000501334,7,Medium
0000501336,3,Require Activation
0000501337,4,Needs Attention
0000501338,7,Medium
0000501350,7,Medium
0000501351,7,Medium
0000501355,3,Require Activation
0000501361,12,High
0000501363,9,High
0000501365,10,High
0000501373,7,Medium
0000501375,8,Medium
0000501383,9,High
0000501388,6,Promising
0000501390,5,Promising
0000501393,12,High
0000501395,4,Needs Attention
0000501403,12,High
0000501407,3,Require Activation
0000501409,3,Require Activation
0000501412,8,Medium
0000501413,11,High
0000501415,4,Needs Attention
0000501416,10,High
0000501417,8,Medium
0000501420,12,High
0000501422,4,Needs Attention
0000501425,9,High
0000501427,10,High
0000501429,12,High
0000501435,5,Promising
0000501436,3,Require Activation
0000501443,10,High
0000501449,8,Medium
0000501456,7,Medium
0000501457,6,Promising
0000501463,6,Promising
0000501467,3,Require Activation
0000501470,3,Require Activation
0000501474,7,Medium
0000501476,7,Medium
0000501479,7,Medium
0000501480,7,Medium
0000501481,3,Require Activation
0000501482,10,High
0000501483,11,High
0000501484,7,Medium
0000501488,3,Require Activation
0000501490,7,Medium
0000501492,4,Needs Attention
0000501496,7,Medium
0000501497,6,Promising
0000501499,6,Promising
0000501502,4,Needs Attention
0000501505,7,Medium
0000501507,12,High
0000501509,7,Medium
0000501511,9,High
0000501512,7,Medium
0000501514,6,Promising
0000501522,11,High
0000501529,4,Needs Attention
0000501532,11,High
0000501535,7,Medium
0000501536,7,Medium
0000501537,3,Require Activation
0000501538,7,Medium
0000501540,10,High
0000501549,12,High
0000501550,7,Medium
0000501551,4,Needs Attention
0000501552,11,High
0000501554,8,Medium
0000501560,6,Promising
0000501561,10,High
0000501562,3,Require Activation
0000501564,3,Require Activation
0000501565,9,High
0000501570,10,High
0000501572,3,Require Activation
0000501575,9,High
0000501576,7,Medium
0000501577,4,Needs Attention
0000501584,5,Needs Attention
0000501586,7,Needs Attention
0000501589,12,High
0000501595,5,Promising
0000501598,5,Promising
0000501601,10,High
0000501608,11,High
0000501609,11,High
0000501614,10,High
0000501617,8,Medium
0000501619,9,High
0000501623,6,Promising
0000501628,6,Promising
0000501629,8,Medium
0000501632,11,High
0000501634,6,Needs Attention
0000501636,6,Promising
0000501639,7,Medium
0000501641,3,Require Activation
0000501642,11,High
0000501652,5,Promising
0000501653,3,Require Activation
0000501660,9,High
0000501662,4,Needs Attention
0000501668,3,Require Activation
0000501676,9,High
0000501680,10,High
0000501681,6,Promising
0000501682,11,High
0000501684,4,Needs Attention
0000501685,7,Medium
0000501688,6,Promising
0000501689,9,High
0000501696,6,Promising
0000501700,6,Promising
0000501702,6,Promising
0000501705,4,Needs Attention
0000501708,11,High
0000501713,12,High
0000501714,11,High
0000501722,4,Needs Attention
0000501725,8,Medium
0000501731,5,Promising
0000501740,7,Medium
0000501746,8,Medium
0000501751,6,Promising
0000501752,10,High
0000501753,3,Require Activation
0000501754,12,High
0000501756,4,Needs Attention
0000501758,12,High
0000501759,9,High
0000501761,12,High
0000501762,4,Needs Attention
0000501764,5,Promising
0000501767,3,Require Activation
0000501773,4,Needs Attention
0000501781,5,Needs Attention
0000501789,9,High
0000501790,8,Medium
0000501798,8,Medium
0000501799,5,Promising
0000501801,8,Medium
0000501803,10,High
0000501804,3,Require Activation
0000501805,9,High
0000501809,3,Require Activation
0000501813,8,Medium
0000501818,11,High
0000501819,8,Medium
0000501821,8,Medium
0000501822,11,High
0000501823,7,Medium
0000501824,7,Medium
0000501829,4,Needs Attention
0000501831,5,Promising
0000501834,10,High
0000501835,10,High
0000501837,5,Promising
0000501839,9,High
0000501842,3,Require Activation
0000501848,8,Medium
0000501852,6,Promising
0000501854,12,High
0000501856,11,High
0000501859,5,Promising
0000501865,7,Medium
0000501870,6,Promising
0000501873,8,Medium
0000501875,8,Medium
0000501877,12,High
0000501881,9,High
0000501888,5,Promising
0000501891,10,High
0000501893,11,High
0000501894,5,Promising
0000501897,4,Needs Attention
0000501899,6,Promising
0000501900,7,Medium
0000501901,12,High
0000501905,4,Needs Attention
0000501906,10,High
0000501912,8,Medium
0000501914,6,Promising
0000501916,7,Medium
0000501920,12,High
0000501924,11,High
0000501925,3,Require Activation
0000501927,9,High
0000501932,6,Needs Attention
0000501933,9,High
0000501938,6,Promising
0000501939,5,Needs Attention
0000501940,3,Require Activation
0000501942,3,Require Activation
0000501943,9,High
0000501944,3,Require Activation
0000501949,8,Medium
0000501950,11,High
0000501952,6,Promising
0000501958,6,Promising
0000501960,3,Require Activation
0000501961,6,Needs Attention
0000501964,11,High
0000501965,7,Medium
0000501967,9,High
0000501976,9,High
0000501977,3,Require Activation
0000501980,5,Needs Attention
0000501985,12,High
0000501986,10,High
0000501988,6,Promising
0000501991,3,Require Activation
0000501993,10,High
0000501997,8,Medium
0000501998,3,Require Activation
0000502001,11,High
0000502002,11,High
0000502003,11,High
0000502005,6,Promising
0000502006,10,High
0000502007,6,Promising
0000502008,4,Needs Attention
0000502009,3,Require Activation
0000502012,3,Require Activation
0000502014,7,Medium
0000502015,10,High
0000502017,10,High
0000502026,10,High
0000502027,9,High
0000502031,12,High
0000502034,3,Require Activation
0000502036,12,High
0000502040,3,Require Activation
0000502042,11,High
0000502044,7,Medium
0000502046,7,Medium
0000502047,6,Promising
0000502049,5,Promising
0000502052,8,Medium
0000502055,5,Promising
0000502057,12,High
0000502060,9,High
0000502061,7,Medium
0000502062,4,Needs Attention
0000502064,3,Require Activation
0000502065,11,High
0000502066,7,Medium
0000502067,12,High
0000502085,12,High
0000502092,6,Promising
0000502095,6,Promising
0000502098,11,High
0000502102,5,Promising
0000502104,11,High
0000502107,12,High
0000502108,9,High
0000502112,7,Medium
0000502113,4,Needs Attention
0000502126,3,Require Activation
0000502130,9,High
0000502138,10,High
0000502142,4,Needs Attention
0000502148,6,Promising
0000502149,6,Promising
0000502150,3,Require Activation
0000502151,10,High
0000502154,8,Medium
0000502161,3,Require Activation
0000502164,6,Promising
0000502168,3,Require Activation
0000502170,3,Require Activation
0000502171,5,Needs Attention
0000502173,9,Needs Attention
0000502191,3,Require Activation
0000502194,9,High
0000502196,3,Require Activation
0000502204,8,Medium
0000502205,8,Medium
0000502207,3,Require Activation
0000502209,12,High
0000502210,10,High
0000502213,6,Promising
0000502214,11,High
0000502216,11,High
0000502220,6,Promising
0000502224,11,High
0000502226,9,High
0000502229,12,High
0000502235,9,High
0000502236,7,Medium
0000502237,11,High
0000502242,7,Medium
0000502243,9,High
0000502249,4,Needs Attention
0000502254,7,Medium
0000502255,6,Promising
0000502256,9,High
0000502258,10,High
0000502259,10,High
0000502266,11,High
0000502268,10,High
0000502269,4,Needs Attention
0000502270,10,High
0000502271,7,Medium
0000502272,11,High
0000502275,12,High
0000502276,12,High
0000502286,5,Promising
0000502287,11,High
0000502289,7,Medium
0000502298,12,High
0000502303,3,Require Activation
0000502305,12,High
0000502306,4,Needs Attention
0000502312,11,High
0000502322,10,High
0000502323,10,High
0000502324,10,High
0000502333,7,Medium
0000502339,11,High
0000502341,4,Needs Attention
0000502345,12,High
0000502348,12,High
0000502349,9,High
0000502351,6,Promising
0000502354,7,Medium
0000502355,10,High
0000502358,12,High
0000502361,9,High
0000502364,9,High
0000502365,3,Require Activation
0000502366,10,High
0000502367,8,Medium
0000502369,8,Medium
0000502370,7,Medium
0000502374,9,High
0000502381,8,Medium
0000502382,9,High
0000502383,8,Medium
0000502385,7,Medium
0000502386,10,High
0000502389,4,Needs Attention
0000502391,11,High
0000502392,7,Medium
0000502393,6,Promising
0000502408,10,High
0000502409,6,Promising
0000502412,8,Medium
0000502415,5,Promising
0000502416,8,Medium
0000502421,10,High
0000502425,8,Medium
0000502431,12,High
0000502434,9,High
0000502437,8,Medium
0000502443,6,Promising
0000502447,5,Needs Attention
0000502449,10,High
0000502454,3,Require Activation
0000502456,3,Require Activation
0000502457,10,High
0000502462,9,High
0000502463,10,High
0000502464,11,High
0000502466,5,Promising
0000502468,3,Require Activation
0000502472,11,High
0000502480,9,High
0000502482,7,Medium
0000502490,6,Promising
0000502492,9,High
0000502495,3,Require Activation
0000502496,6,Promising
0000502497,3,Require Activation
0000502501,11,High
0000502502,7,Medium
0000502504,9,High
0000502505,9,High
0000502508,4,Needs Attention
0000502512,12,High
0000502514,11,High
0000502520,12,High
0000502528,6,Promising
0000502529,7,Medium
0000502533,4,Needs Attention
0000502538,9,High
0000502539,12,High
0000502550,12,High
0000502554,11,High
0000502555,5,Promising
0000502562,9,High
0000502578,5,Promising
0000502580,3,Require Activation
0000502581,12,High
0000502585,3,Require Activation
0000502590,9,High
0000502599,6,Promising
0000502602,3,Require Activation
0000502605,7,Medium
0000502606,9,High
0000502610,3,Require Activation
0000502613,11,High
0000502614,3,Require Activation
0000502616,9,High
0000502624,8,Medium
0000502627,11,High
0000502638,4,Needs Attention
0000502644,11,High
0000502645,4,Needs Attention
0000502647,4,Needs Attention
0000502648,6,Needs Attention
0000502655,9,High
0000502657,6,Promising
0000502661,5,Needs Attention
0000502662,11,High
0000502664,4,Needs Attention
0000502666,3,Require Activation
0000502667,6,Promising
0000502668,9,High
0000502670,12,High
0000502671,4,Needs Attention
0000502672,6,Promising
0000502674,10,High
0000502678,12,High
0000502679,8,Medium
0000502681,10,High
0000502682,3,Require Activation
0000502685,9,High
0000502687,11,High
0000502688,3,Require Activation
0000502689,3,Require Activation
0000502693,8,Medium
0000502694,6,Promising
0000502695,12,High
0000502697,3,Require Activation
0000502699,9,High
0000502700,11,High
0000502708,4,Needs Attention
0000502710,7,Medium
0000502711,8,Medium
0000502720,11,High
0000502725,8,Medium
0000502730,7,Medium
0000502733,6,Promising
0000502734,4,Needs Attention
0000502735,10,High
0000502736,9,High
0000502741,4,Needs Attention
0000502742,9,High
0000502744,8,Medium
0000502748,7,Medium
0000502749,7,Medium
0000502754,5,Promising
0000502761,9,High
0000502763,9,High
0000502765,9,High
0000502766,4,Needs Attention
0000502767,3,Require Activation
0000502768,3,Require Activation
0000502772,11,High
0000502776,10,High
0000502777,3,Require Activation
0000502780,9,High
0000502781,3,Require Activation
0000502783,8,Medium
0000502785,5,Promising
0000502790,10,High
0000502793,9,High
0000502794,6,Promising
0000502798,12,High
0000502802,9,High
0000502803,4,Needs Attention
0000502805,5,Promising
0000502806,3,Require Activation
0000502807,9,High
0000502809,11,High
0000502810,3,Require Activation
0000502813,3,Require Activation
0000502815,12,High
0000502816,8,Medium
0000502817,3,Require Activation
0000502820,3,Require Activation
0000502822,4,Needs Attention
0000502824,11,High
0000502827,12,High
0000502828,9,High
0000502831,12,High
0000502841,5,Promising
0000502842,10,High
0000502844,10,High
0000502847,8,Medium
0000502849,6,Promising
0000502854,10,High
0000502866,10,High
0000502867,12,High
0000502869,9,High
0000502871,12,High
0000502872,4,Needs Attention
0000502875,4,Needs Attention
0000502878,10,High
0000502879,6,Needs Attention
0000502881,5,Promising
0000502889,10,High
0000502893,3,Require Activation
0000502904,5,Promising
0000502905,10,High
0000502910,9,High
0000502911,6,Promising
0000502915,11,High
0000502929,8,Medium
0000502930,4,Needs Attention
0000502931,7,Medium
0000502933,3,Require Activation
0000502939,7,Medium
0000502941,3,Require Activation
0000502945,7,Medium
0000502947,9,High
0000502952,9,High
0000502953,4,Needs Attention
0000502955,7,Medium
0000502956,4,Needs Attention
0000502957,5,Promising
0000502958,10,High
0000502959,3,Require Activation
0000502961,8,Medium
0000502968,10,High
0000502969,10,High
0000502971,8,Medium
0000502973,12,High
0000502974,3,Require Activation
0000502977,7,Medium
0000502985,11,High
0000502987,9,High
0000502989,12,High
0000502992,6,Needs Attention
0000502993,6,Promising
0000503002,6,Promising
0000503008,11,High
0000503009,4,Needs Attention
0000503020,10,High
0000503024,3,Require Activation
0000503033,6,Needs Attention
0000503034,11,High
0000503038,4,Needs Attention
0000503040,7,Medium
0000503041,6,Promising
0000503047,4,Needs Attention
0000503048,6,Needs Attention
0000503049,3,Require Activation
0000503059,7,Medium
0000503060,8,Medium
0000503061,6,Promising
0000503062,3,Require Activation
0000503063,8,Medium
0000503066,12,High
0000503067,11,High
0000503068,3,Require Activation
0000503069,8,Medium
0000503070,8,Medium
0000503071,9,High
0000503072,11,High
0000503076,4,Needs Attention
0000503077,11,High
0000503078,3,Require Activation
0000503080,7,Medium
0000503082,7,Medium
0000503083,10,High
0000503087,10,High
0000503088,9,High
0000503089,8,Medium
0000503090,8,Medium
0000503095,8,Medium
0000503096,5,Promising
0000503097,5,Promising
0000503099,4,Needs Attention
0000503103,6,Promising
0000503111,5,Promising
0000503117,7,Medium
0000503121,9,High
0000503125,10,High
0000503131,8,Medium
0000503132,12,High
0000503139,3,Require Activation
0000503152,6,Promising
0000503154,3,Require Activation
0000503155,12,High
0000503156,9,High
0000503158,11,High
0000503161,7,Medium
0000503162,3,Require Activation
0000503163,11,High
0000503165,7,Medium
0000503166,4,Needs Attention
0000503167,11,High
0000503168,4,Needs Attention
0000503169,9,High
0000503172,9,High
0000503177,11,High
0000503178,8,Medium
0000503179,11,High
0000503182,12,High
0000503183,12,High
0000503184,7,Medium
0000503185,3,Require Activation
0000503190,7,Medium
0000503194,9,High
0000503196,11,High
0000503206,9,High
0000503207,12,High
0000503208,4,Needs Attention
0000503214,4,Needs Attention
0000503216,6,Promising
0000503219,9,High
0000503222,8,Medium
0000503227,10,High
0000503234,4,Needs Attention
0000503235,4,Needs Attention
0000503238,3,Require Activation
0000503240,7,Medium
0000503241,10,High
0000503253,5,Promising
0000503256,9,High
0000503259,10,High
0000503260,3,Require Activation
0000503263,8,Medium
0000503264,10,High
0000503268,7,Medium
0000503270,7,Medium
0000503275,3,Require Activation
0000503280,4,Needs Attention
0000503282,11,High
0000503283,9,High
0000503285,4,Needs Attention
0000503288,12,High
0000503291,12,High
0000503292,10,High
0000503300,10,High
0000503301,11,High
0000503304,4,Needs Attention
0000503306,6,Promising
0000503311,6,Promising
0000503314,7,Medium
0000503320,8,Medium
0000503322,3,Require Activation
0000503327,5,Promising
0000503331,4,Needs Attention
0000503333,7,Medium
0000503338,6,Promising
0000503339,6,Needs Attention
0000503344,3,Require Activation
0000503349,7,Medium
0000503351,7,Medium
0000503353,6,Promising
0000503355,11,High
0000503357,7,Medium
0000503362,5,Promising
0000503363,12,High
0000503366,11,High
0000503367,11,High
0000503370,10,High
0000503374,10,High
0000503375,5,Promising
0000503382,9,High
0000503384,12,High
0000503386,3,Require Activation
0000503389,5,Promising
0000503390,8,Medium
0000503391,8,Medium
0000503392,7,Needs Attention
0000503395,8,Medium
0000503399,11,High
0000503401,9,High
0000503406,8,Medium
0000503407,11,High
0000503409,4,Needs Attention
0000503416,5,Promising
0000503418,7,Medium
0000503419,4,Needs Attention
0000503420,5,Promising
0000503424,6,Promising
0000503425,10,High
0000503429,8,Medium
0000503432,7,Medium
0000503434,8,Medium
0000503437,10,High
0000503446,9,High
0000503447,5,Needs Attention
0000503449,3,Require Activation
0000503455,9,High
0000503459,5,Promising
0000503461,11,High
0000503462,11,High
0000503473,8,Medium
0000503482,3,Require Activation
0000503483,3,Require Activation
0000503485,12,High
0000503487,11,High
0000503489,11,High
0000503493,7,Medium
0000503494,10,High
0000503499,3,Require Activation
0000503508,9,High
0000503515,12,High
0000503520,6,Promising
0000503524,3,Require Activation
0000503525,9,High
0000503526,10,High
0000503527,10,High
0000503529,12,High
0000503541,10,High
0000503542,4,Needs Attention
0000503543,8,Medium
0000503545,3,Require Activation
0000503547,5,Promising
0000503549,6,Promising
0000503551,12,High
0000503552,11,High
0000503554,4,Needs Attention
0000503555,3,Require Activation
0000503561,5,Promising
0000503563,12,High
0000503570,11,High
0000503580,8,Medium
0000503581,10,High
0000503583,12,High
0000503585,12,High
0000503586,8,Medium
0000503589,7,Medium
0000503593,3,Require Activation
0000503596,10,High
0000503599,5,Promising
0000503606,4,Needs Attention
0000503610,3,Require Activation
0000503611,7,Medium
0000503612,3,Require Activation
0000503616,6,Promising
0000503617,7,Medium
0000503618,10,High
0000503629,7,Medium
0000503631,5,Promising
0000503633,8,Medium
0000503634,11,High
0000503635,8,Medium
0000503637,3,Require Activation
0000503638,3,Require Activation
0000503640,6,Promising
0000503643,9,High
0000503645,4,Needs Attention
0000503648,4,Needs Attention
0000503650,6,Promising
0000503651,11,High
0000503663,5,Needs Attention
0000503665,10,High
0000503671,3,Require Activation
0000503674,12,High
0000503675,8,Medium
0000503682,8,Medium
0000503684,4,Needs Attention
0000503686,9,High
0000503689,9,High
0000503696,12,High
0000503701,5,Promising
0000503702,5,Promising
0000503710,7,Medium
0000503716,7,Medium
0000503722,11,High
0000503723,4,Needs Attention
0000503724,12,High
0000503734,10,High
0000503735,5,Promising
0000503736,6,Promising
0000503746,6,Promising
0000503748,8,Medium
0000503751,7,Medium
0000503756,7,Medium
0000503761,3,Require Activation
0000503764,4,Needs Attention
0000503767,6,Promising
0000503768,3,Require Activation
0000503778,5,Promising
0000503780,9,High
0000503788,6,Promising
0000503791,5,Promising
0000503793,5,Promising
0000503796,12,High
0000503797,9,High
0000503800,10,High
0000503801,3,Require Activation
0000503802,8,Medium
0000503805,6,Promising
0000503808,9,High
0000503811,12,High
0000503813,4,Needs Attention
0000503816,7,Medium
0000503817,6,Promising
0000503819,11,High
0000503823,5,Promising
0000503825,3,Require Activation
0000503826,10,High
0000503838,11,High
0000503841,9,High
0000503842,9,High
0000503846,3,Require Activation
0000503853,5,Promising
0000503855,3,Require Activation
0000503858,3,Require Activation
0000503861,11,High
0000503865,11,High
0000503868,12,High
0000503869,12,High
0000503870,8,Medium
0000503876,8,Medium
0000503880,3,Require Activation
0000503881,5,Promising
0000503882,6,Needs Attention
0000503887,12,High
0000503888,8,Medium
0000503893,9,High
0000503899,8,Medium
0000503900,9,High
0000503907,11,High
0000503908,12,High
0000503910,8,Medium
0000503918,3,Require Activation
0000503919,10,High
0000503922,11,High
0000503924,11,High
0000503925,9,High
0000503927,3,Require Activation
0000503931,7,Medium
0000503932,3,Require Activation
0000503933,9,High
0000503935,6,Promising
0000503936,5,Promising
0000503937,6,Promising
0000503940,12,High
0000503941,9,High
0000503946,10,High
0000503948,11,High
0000503950,8,Medium
0000503951,3,Require Activation
0000503953,4,Needs Attention
0000503957,3,Require Activation
0000503959,11,High
0000503961,12,High
0000503966,8,Medium
0000503969,8,Medium
0000503971,9,High
0000503973,8,Medium
0000503975,4,Needs Attention
0000503976,4,Needs Attention
0000503977,9,High
0000503978,4,Needs Attention
0000503982,10,High
0000503983,10,High
0000503987,3,Require Activation
0000503990,3,Require Activation
0000503992,7,Medium
0000503994,5,Promising
0000503995,9,High
0000503996,9,High
0000504001,9,High
0000504002,8,Medium
0000504004,10,High
0000504005,3,Require Activation
0000504006,11,High
0000504007,3,Require Activation
0000504009,8,Medium
0000504011,3,Require Activation
0000504013,3,Require Activation
0000504015,5,Promising
0000504017,3,Require Activation
0000504021,6,Promising
0000504022,11,High
0000504024,11,High
0000504027,3,Require Activation
0000504031,4,Needs Attention
0000504034,11,High
0000504036,3,Require Activation
0000504042,7,Medium
0000504043,8,Medium
0000504044,9,High
0000504045,5,Promising
0000504046,10,High
0000504049,10,High
0000504052,11,High
0000504053,11,High
0000504055,11,High
0000504057,3,Require Activation
0000504058,7,Medium
0000504059,12,High
0000504063,10,High
0000504065,8,Medium
0000504066,7,Medium
0000504068,4,Needs Attention
0000504071,3,Require Activation
0000504073,11,High
0000504079,3,Require Activation
0000504084,10,High
0000504088,8,Medium
0000504089,9,High
0000504091,5,Promising
0000504092,8,Medium
0000504108,11,High
0000504110,11,High
0000504116,10,High
0000504117,8,Medium
0000504126,8,Medium
0000504128,9,High
0000504132,12,High
0000504135,9,High
0000504139,7,Medium
0000504141,3,Require Activation
0000504145,9,High
0000504146,8,Medium
0000504148,7,Medium
0000504150,8,Medium
0000504153,5,Promising
0000504157,6,Promising
0000504158,4,Needs Attention
0000504159,8,Medium
0000504160,7,Medium
0000504162,3,Require Activation
0000504163,9,High
0000504164,7,Medium
0000504168,5,Promising
0000504169,5,Promising
0000504171,7,Medium
0000504172,6,Promising
0000504177,7,Medium
0000504178,3,Require Activation
0000504187,6,Promising
0000504191,9,High
0000504193,6,Promising
0000504194,9,High
0000504206,6,Promising
0000504207,12,High
0000504211,8,Medium
0000504214,10,High
0000504215,10,High
0000504218,3,Require Activation
0000504220,5,Promising
0000504221,4,Needs Attention
0000504224,11,High
0000504226,3,Require Activation
0000504227,10,High
0000504230,3,Require Activation
0000504231,3,Require Activation
0000504233,12,High
0000504234,11,High
0000504238,8,Medium
0000504239,12,High
0000504240,5,Promising
0000504242,9,High
0000504244,3,Require Activation
0000504246,11,High
0000504248,4,Needs Attention
0000504251,10,High
0000504252,8,Medium
0000504254,6,Promising
0000504260,3,Require Activation
0000504263,9,High
0000504265,7,Medium
0000504266,7,Medium
0000504270,4,Needs Attention
0000504271,7,Medium
0000504272,6,Promising
0000504273,6,Promising
0000504280,3,Require Activation
0000504284,9,High
0000504288,7,Medium
0000504289,8,Medium
0000504290,7,Medium
0000504291,6,Promising
0000504292,4,Needs Attention
0000504294,8,Medium
0000504295,7,Medium
0000504296,8,Medium
0000504297,3,Require Activation
0000504304,3,Require Activation
0000504306,7,Medium
0000504309,9,High
0000504310,9,High
0000504315,4,Needs Attention
0000504316,12,High
0000504321,10,High
0000504327,5,Promising
0000504330,12,High
0000504331,4,Needs Attention
0000504337,6,Promising
0000504342,5,Promising
0000504348,7,Medium
0000504350,7,Medium
0000504352,8,Medium
0000504354,3,Require Activation
0000504355,10,High
0000504361,8,Medium
0000504363,7,Medium
0000504369,8,Medium
0000504370,9,High
0000504371,9,High
0000504372,6,Promising
0000504374,3,Require Activation
0000504376,11,High
0000504379,10,High
0000504380,6,Promising
0000504381,6,Promising
0000504382,3,Require Activation
0000504384,11,High
0000504385,9,High
0000504387,6,Promising
0000504391,7,Medium
0000504392,4,Needs Attention
0000504395,7,Medium
0000504402,5,Promising
0000504404,7,Medium
0000504413,10,High
0000504417,3,Require Activation
0000504421,9,High
0000504422,10,High
0000504424,5,Promising
0000504425,4,Needs Attention
0000504427,10,High
0000504429,3,Require Activation
0000504430,7,Medium
0000504431,5,Promising
0000504440,11,High
0000504441,8,Medium
0000504442,3,Require Activation
0000504443,9,High
0000504462,11,High
0000504465,3,Require Activation
0000504466,8,Medium
0000504467,11,High
0000504468,7,Medium
0000504470,11,High
0000504472,7,Medium
0000504473,10,High
0000504476,10,High
0000504479,6,Promising
0000504481,3,Require Activation
0000504484,6,Promising
0000504487,8,Medium
0000504489,3,Require Activation
0000504490,8,Medium
0000504497,8,Medium
0000504499,3,Require Activation
0000504501,9,High
0000504506,12,High
0000504508,12,High
0000504510,8,Medium
0000504514,5,Promising
0000504521,8,Medium
0000504522,9,High
0000504532,3,Require Activation
0000504534,5,Needs Attention
0000504536,8,Medium
0000504539,8,Medium
0000504540,4,Needs Attention
0000504542,12,High
0000504543,4,Needs Attention
0000504554,8,Medium
0000504555,8,Medium
0000504556,3,Require Activation
0000504561,6,Needs Attention
0000504565,6,Needs Attention
0000504566,4,Needs Attention
0000504569,7,Medium
0000504570,4,Needs Attention
0000504572,8,Medium
0000504574,7,Medium
0000504576,3,Require Activation
0000504578,11,High
0000504579,8,Medium
0000504585,5,Promising
0000504602,11,High
0000504604,3,Require Activation
0000504605,4,Needs Attention
0000504610,12,High
0000504611,8,Medium
0000504615,7,Medium
0000504636,4,Needs Attention
0000504638,7,Medium
0000504644,7,Medium
0000504647,3,Require Activation
0000504651,4,Needs Attention
0000504653,6,Promising
0000504663,12,High
0000504664,7,Medium
0000504666,8,Medium
0000504670,5,Promising
0000504671,7,Medium
0000504676,5,Promising
0000504677,7,Medium
0000504681,7,Medium
0000504684,10,High
0000504686,4,Needs Attention
0000504687,5,Promising
0000504692,3,Require Activation
0000504693,8,Medium
0000504694,7,Medium
0000504695,12,High
0000504698,11,High
0000504700,9,High
0000504702,3,Require Activation
0000504703,12,High
0000504705,8,Medium
0000504713,7,Medium
0000504724,3,Require Activation
0000504726,10,High
0000504729,6,Promising
0000504734,9,High
0000504735,6,Promising
0000504736,7,Medium
0000504737,8,Medium
0000504738,7,Medium
0000504742,3,Require Activation
0000504744,12,High
0000504745,11,High
0000504754,4,Needs Attention
0000504756,10,High
0000504760,8,Medium
0000504762,11,High
0000504764,9,High
0000504765,12,High
0000504770,10,High
0000504772,11,High
0000504777,5,Promising
0000504778,9,High
0000504786,3,Require Activation
0000504797,3,Require Activation
0000504799,3,Require Activation
0000504801,7,Medium
0000504802,8,Medium
0000504806,4,Needs Attention
0000504807,3,Require Activation
0000504808,8,Medium
0000504811,9,High
0000504815,3,Require Activation
0000504818,7,Medium
0000504819,6,Promising
0000504820,7,Medium
0000504821,3,Require Activation
0000504829,10,High
0000504830,8,Medium
