ClienteCodigo,RFM_Score,RFM_Level
0000418181,7,Medium
0000418190,4,Needs Attention
0000418191,9,High
0000418198,7,Medium
0000418201,12,High
0000418202,8,Medium
0000418203,6,Promising
0000418207,11,High
0000418213,6,Needs Attention
0000418224,12,High
0000418228,8,Medium
0000418230,11,High
0000418238,8,Medium
0000418240,8,Medium
0000418243,10,High
0000418259,10,High
0000418263,10,High
0000418276,9,High
0000418279,4,Needs Attention
0000418281,6,Promising
0000418283,10,High
0000418288,5,Promising
0000418290,10,High
0000418292,12,High
0000418316,3,Require Activation
0000418321,9,High
0000418331,12,High
0000418332,8,Medium
0000418333,5,Promising
0000418335,5,Promising
0000418336,11,High
0000418359,10,High
0000418365,11,High
0000418367,10,High
0000418369,5,Promising
0000418383,3,Require Activation
0000418388,6,Promising
0000418392,11,High
0000418397,5,Promising
0000418422,10,High
0000418428,4,Needs Attention
0000418430,7,Medium
0000418433,7,Medium
0000418438,10,High
0000418447,12,High
0000418468,9,High
0000418469,8,Medium
0000418476,8,Medium
0000418478,12,High
0000418482,6,Needs Attention
0000418491,8,Medium
0000418505,10,High
0000418512,12,High
0000418524,3,Require Activation
0000418535,12,High
0000418544,9,High
0000418546,12,High
0000418580,11,High
0000418582,10,High
0000418583,4,Needs Attention
0000418585,12,High
0000418596,6,Promising
0000418605,12,High
0000418609,9,High
0000418611,3,Require Activation
0000418632,8,Medium
0000418643,12,High
0000418649,12,High
0000418661,8,Medium
0000418663,6,Needs Attention
0000418670,3,Require Activation
0000418676,11,High
0000418686,9,High
0000418687,10,High
0000418706,12,High
0000418710,6,Promising
0000418715,10,High
0000418720,6,Needs Attention
0000418735,3,Require Activation
0000418741,12,High
0000418747,4,Needs Attention
0000418748,5,Promising
0000418755,7,Medium
0000418766,6,Promising
0000418774,8,Medium
0000418785,5,Promising
0000418800,12,High
0000418806,11,High
0000418808,10,High
0000418812,3,Require Activation
0000418817,3,Require Activation
0000418824,8,Medium
0000418825,5,Needs Attention
0000418856,6,Promising
0000418861,5,Needs Attention
0000418862,6,Promising
0000418891,8,Medium
0000418894,8,Medium
0000418895,10,High
0000418903,5,Promising
0000418924,6,Promising
0000418928,5,Promising
0000418931,10,High
0000418934,12,High
0000418935,11,High
0000418944,10,High
0000418954,7,Medium
0000418956,12,High
0000418968,4,Needs Attention
0000418970,8,Medium
0000418975,3,Require Activation
0000418988,4,Needs Attention
0000418995,7,Medium
0000418996,7,Medium
0000419000,7,Medium
0000419004,5,Promising
0000419018,10,High
0000419020,8,Medium
0000419022,3,Require Activation
0000419023,12,High
0000419024,4,Needs Attention
0000419027,12,High
0000419030,9,High
0000419037,7,Medium
0000419038,10,High
0000419056,8,Medium
0000419063,3,Require Activation
0000419064,12,High
0000419065,12,High
0000419067,9,High
0000419070,12,High
0000419074,7,Medium
0000419075,10,High
0000419077,3,Require Activation
0000419087,3,Require Activation
0000419091,3,Require Activation
0000419096,10,High
0000419104,9,High
0000419107,12,High
0000419108,9,High
0000419113,7,Medium
0000419121,10,High
0000419142,12,High
0000419152,11,High
0000419157,9,High
0000419162,12,High
0000419198,10,High
0000419202,4,Needs Attention
0000419204,8,Medium
0000419212,9,High
0000419213,8,Medium
0000419216,7,Medium
0000419217,8,Medium
0000419221,3,Require Activation
0000419222,10,High
0000419223,7,Medium
0000419226,6,Promising
0000419234,6,Promising
0000419242,10,High
0000419245,10,High
0000419262,10,High
0000419266,11,High
0000419273,12,High
0000419280,6,Promising
0000419301,9,High
0000419310,10,High
0000419312,10,High
0000419336,7,Medium
0000419346,10,High
0000419349,11,High
0000419357,3,Require Activation
0000419359,11,High
0000419363,9,High
0000419370,9,High
0000419375,7,Medium
0000419380,3,Require Activation
0000419381,10,High
0000419405,10,High
0000419435,4,Needs Attention
0000419437,8,Medium
0000419442,9,High
0000419443,7,Medium
0000419444,3,Require Activation
0000419445,3,Require Activation
0000419446,10,High
0000419448,5,Promising
0000419476,8,Medium
0000419491,11,High
0000419495,10,High
0000419496,6,Promising
0000419497,7,Medium
0000419499,5,Promising
0000419501,11,High
0000419502,7,Medium
0000419507,3,Require Activation
0000419520,11,High
0000419532,11,High
0000419535,9,High
0000419536,11,High
0000419545,8,Medium
0000419552,6,Promising
0000419562,7,Medium
0000419564,8,Medium
0000419566,9,High
0000419567,8,Medium
0000419568,3,Require Activation
0000419576,3,Require Activation
0000419579,4,Needs Attention
0000419580,11,High
0000419586,10,High
0000419593,9,High
0000419595,8,Medium
0000419612,11,High
0000419617,3,Require Activation
0000419619,7,Medium
0000419620,3,Require Activation
0000419625,3,Require Activation
0000419629,11,High
0000419631,6,Promising
0000419633,3,Require Activation
0000419643,6,Promising
0000419659,6,Promising
0000419662,6,Promising
0000419666,11,High
0000419679,8,Medium
0000419681,4,Needs Attention
0000419686,6,Promising
0000419689,10,High
0000419690,8,Medium
0000419697,5,Promising
0000419702,7,Medium
0000419710,9,High
0000419725,8,Medium
0000419730,4,Needs Attention
0000419744,6,Promising
0000419745,10,High
0000419754,3,Require Activation
0000419760,7,Medium
0000419793,11,High
0000419794,3,Require Activation
0000419797,3,Require Activation
0000419807,9,High
0000419810,11,High
0000419817,12,High
0000419825,8,Medium
0000419830,5,Promising
0000419837,11,High
0000419838,3,Require Activation
0000419840,5,Promising
0000419849,3,Require Activation
0000419851,8,Medium
0000419854,3,Require Activation
0000419859,7,Medium
0000419860,9,High
0000419861,7,Medium
0000419862,9,High
0000419864,11,High
0000419867,10,High
0000419871,10,High
0000419878,11,High
0000419912,9,High
0000419916,6,Promising
0000419939,4,Needs Attention
0000419940,9,High
0000419941,9,High
0000419948,3,Require Activation
0000419949,12,High
0000419957,8,Medium
0000419958,9,High
0000419963,6,Needs Attention
0000419967,8,Medium
0000419972,10,High
0000419989,11,High
0000419990,9,High
0000419996,9,High
0000420006,5,Promising
0000420025,8,Medium
0000420027,9,High
0000420040,12,High
0000420053,3,Require Activation
0000420060,7,Medium
0000420066,4,Needs Attention
0000420068,11,High
0000420071,12,High
0000420077,12,High
0000420123,9,High
0000420131,12,High
0000420133,11,High
0000420134,7,Medium
0000420136,8,Medium
0000420138,5,Promising
0000420141,6,Promising
0000420151,9,High
0000420152,3,Require Activation
0000420170,6,Promising
0000420191,9,High
0000420192,10,High
0000420205,9,High
0000420209,7,Medium
0000420214,10,High
0000420232,4,Needs Attention
0000420249,9,High
0000420263,9,High
0000420266,8,Medium
0000420278,10,High
0000420290,10,High
0000420298,9,High
0000420302,8,Medium
0000420314,3,Require Activation
0000420321,12,High
0000420325,11,High
0000420328,12,High
0000420330,9,High
0000420332,9,High
0000420334,5,Promising
0000420340,4,Needs Attention
0000420344,11,High
0000420346,10,High
0000420349,9,High
0000420354,10,High
0000420359,11,High
0000420366,8,Medium
0000420373,10,High
0000420383,9,High
0000420399,9,High
0000420401,7,Medium
0000420406,8,Medium
0000420407,12,High
0000420420,12,High
0000420425,4,Needs Attention
0000420432,10,High
0000420446,7,Medium
0000420453,8,Medium
0000420461,8,Medium
0000420467,11,High
0000420469,11,High
0000420473,12,High
0000420478,6,Promising
0000420512,4,Needs Attention
0000420535,3,Require Activation
0000420538,9,High
0000420546,10,High
0000420547,8,Medium
0000420550,8,Medium
0000420557,7,Medium
0000420558,11,High
0000420561,8,Medium
0000420562,12,High
0000420574,3,Require Activation
0000420582,10,High
0000420583,7,Medium
0000420594,3,Require Activation
0000420596,3,Require Activation
0000420607,7,Medium
0000420617,9,High
0000420621,4,Needs Attention
0000420624,3,Require Activation
0000420628,10,High
0000420634,9,High
0000420636,9,High
0000420639,12,High
0000420643,4,Needs Attention
0000420646,7,Medium
0000420650,10,High
0000420651,8,Medium
0000420653,12,High
0000420655,9,High
0000420656,11,High
0000420663,9,High
0000420666,11,High
0000420673,7,Medium
0000420679,11,High
0000420680,7,Medium
0000420691,3,Require Activation
0000420701,10,High
0000420705,9,High
0000420707,4,Needs Attention
0000420714,8,Medium
0000420721,9,High
0000420723,9,High
0000420728,4,Needs Attention
0000420738,7,Medium
0000420744,5,Promising
0000420745,6,Promising
0000420749,8,Medium
0000420758,3,Require Activation
0000420760,5,Promising
0000420763,5,Promising
0000420771,10,High
0000420804,12,High
0000420806,6,Promising
0000420813,9,High
0000420814,11,High
0000420815,12,High
0000420819,6,Promising
0000420841,6,Promising
0000420843,7,Medium
0000420848,3,Require Activation
0000420854,11,High
0000420858,11,High
0000420863,10,High
0000420865,10,High
0000420869,8,Medium
0000420886,9,High
0000420887,8,Medium
0000420895,12,High
0000420899,10,High
0000420900,10,High
0000420901,10,High
0000420902,10,High
0000420904,4,Needs Attention
0000420907,10,High
0000420925,10,High
0000420928,9,High
0000420933,11,High
0000420935,4,Needs Attention
0000420936,9,High
0000420940,9,High
0000420942,9,High
0000420947,4,Needs Attention
0000420948,8,Medium
0000420949,7,Medium
0000420957,5,Needs Attention
0000420958,12,High
0000420959,12,High
0000420960,6,Promising
0000420962,11,High
0000420965,10,High
0000420974,9,High
0000420977,12,High
0000420985,3,Require Activation
0000421005,8,Medium
0000421012,9,High
0000421017,7,Medium
0000421025,11,High
0000421035,11,High
0000421036,12,High
0000421041,7,Medium
0000421042,3,Require Activation
0000421047,10,High
0000421061,11,High
0000421066,10,High
0000421072,9,High
0000421077,7,Medium
0000421083,9,High
0000421086,5,Promising
0000421106,3,Require Activation
0000421112,9,High
0000421113,11,High
0000421116,9,High
0000421121,8,Medium
0000421128,12,High
0000421151,6,Promising
0000421152,4,Needs Attention
0000421164,9,High
0000421172,12,High
0000421173,3,Require Activation
0000421181,3,Require Activation
0000421182,11,High
0000421189,4,Needs Attention
0000421190,7,Medium
0000421191,5,Promising
0000421192,11,High
0000421200,10,High
0000421201,10,High
0000421214,12,High
0000421215,7,Medium
0000421223,7,Medium
0000421231,10,High
0000421234,3,Require Activation
0000421241,9,High
0000421272,3,Require Activation
0000421274,9,High
0000421280,6,Promising
0000421281,7,Medium
0000421283,4,Needs Attention
0000421290,10,High
0000421292,3,Require Activation
0000421302,3,Require Activation
0000421312,9,High
0000421317,10,High
0000421322,10,High
0000421332,11,High
0000421340,10,High
0000421341,7,Medium
0000421350,10,High
0000421363,6,Promising
0000421374,12,High
0000421380,11,High
0000421382,10,High
0000421390,9,High
0000421413,4,Needs Attention
0000421426,9,High
0000421429,9,High
0000421430,10,High
0000421451,7,Medium
0000421452,12,High
0000421453,6,Promising
0000421457,4,Needs Attention
0000421458,10,High
0000421474,8,Medium
0000421485,7,Medium
0000421489,8,Medium
0000421490,9,High
0000421503,12,High
0000421507,8,Medium
0000421508,10,High
0000421511,10,High
0000421519,8,Medium
0000421524,6,Promising
0000421528,7,Medium
0000421546,6,Promising
0000421555,5,Promising
0000421563,12,High
0000421576,6,Needs Attention
0000421581,9,High
0000421583,10,High
0000421586,7,Medium
0000421588,11,High
0000421589,5,Promising
0000421591,10,High
0000421592,9,High
0000421593,7,Medium
0000421597,10,High
0000421603,10,High
0000421616,5,Promising
0000421627,4,Needs Attention
0000421635,3,Require Activation
0000421641,5,Promising
0000421650,10,High
0000421652,9,High
0000421669,10,High
0000421675,10,High
0000421678,12,High
0000421683,12,High
0000421690,10,High
0000421693,5,Needs Attention
0000421695,8,Medium
0000421698,5,Promising
0000421699,11,High
0000421712,7,Medium
0000421720,6,Promising
0000421726,3,Require Activation
0000421728,4,Needs Attention
0000421729,7,Medium
0000421742,7,Medium
0000421746,11,High
0000421752,8,Medium
0000421754,10,High
0000421756,9,High
0000421761,3,Require Activation
0000421764,4,Needs Attention
0000421770,12,High
0000421777,3,Require Activation
0000421783,9,High
0000421792,12,High
0000421794,7,Medium
0000421795,10,High
0000421802,12,High
0000421842,12,High
0000421845,3,Require Activation
0000421852,6,Promising
0000421860,11,High
0000421861,5,Promising
0000421862,9,High
0000421863,3,Require Activation
0000421864,7,Medium
0000421866,11,High
0000421869,11,High
0000421872,7,Medium
0000421873,4,Needs Attention
0000421878,7,Medium
0000421881,3,Require Activation
0000421885,8,Medium
0000421893,8,Medium
0000421902,6,Promising
0000421908,9,High
0000421913,9,High
0000421917,7,Medium
0000421920,9,High
0000421929,10,High
0000421949,9,High
0000421950,12,High
0000421971,9,High
0000421973,11,High
0000421975,12,High
0000421987,10,High
0000422017,3,Require Activation
0000422071,9,High
0000422073,7,Medium
0000422081,6,Promising
0000422083,8,Medium
0000422087,6,Promising
0000422103,12,High
0000422105,11,High
0000422129,10,High
0000422147,11,High
0000422149,5,Needs Attention
0000422151,9,High
0000422155,11,High
0000422179,4,Needs Attention
0000422241,9,High
0000422244,5,Needs Attention
0000422253,5,Promising
0000422258,9,High
0000422353,10,High
0000422357,12,High
0000422363,11,High
0000422367,10,High
0000422379,6,Promising
0000422389,10,High
0000422399,10,High
0000422427,6,Promising
0000422428,7,Medium
0000422437,10,High
0000422439,10,High
0000422449,9,High
0000422457,10,High
0000422469,11,High
0000422482,9,High
0000422485,10,High
0000422487,7,Medium
0000422489,7,Medium
0000422495,9,High
0000422514,9,High
0000422518,10,High
0000422520,11,High
0000422522,8,Medium
0000422524,10,High
0000422533,6,Promising
0000422541,5,Promising
0000422549,11,High
0000422551,3,Require Activation
0000422553,6,Promising
0000422585,8,Medium
0000422595,3,Require Activation
0000422611,11,High
0000422632,8,Medium
0000422633,5,Promising
0000422635,12,High
0000422643,3,Require Activation
0000422652,11,High
0000422656,8,Medium
0000422665,11,High
0000422667,12,High
0000422672,8,Medium
0000422673,5,Promising
0000422675,8,Medium
0000422685,12,High
0000422687,10,High
0000422690,9,High
0000422691,5,Promising
0000422695,12,High
0000422705,3,Require Activation
0000422727,11,High
0000422736,7,Medium
0000422754,3,Require Activation
0000422755,12,High
0000422765,9,High
0000422771,7,Medium
0000422790,4,Needs Attention
0000422794,4,Needs Attention
0000422796,3,Require Activation
0000422803,9,High
0000422808,10,High
0000422809,7,Medium
0000422823,10,High
0000422824,12,High
0000422825,11,High
0000422826,9,High
0000422827,8,Medium
0000422831,10,High
0000422832,7,Medium
0000422835,8,Medium
0000422853,6,Needs Attention
0000422901,3,Require Activation
0000422902,12,High
0000422904,9,High
0000422905,10,High
0000422909,3,Require Activation
0000422912,12,High
0000422915,6,Promising
0000422917,7,Medium
0000422933,9,High
0000422946,11,High
0000422958,6,Promising
0000422965,12,High
0000423771,3,Require Activation
0000423787,5,Needs Attention
0000423794,10,High
0000423795,12,High
0000423796,9,High
0000423797,9,High
0000423809,10,High
0000423812,5,Promising
0000423824,5,Promising
0000423827,7,Medium
0000423830,9,High
0000423831,9,High
0000423838,4,Needs Attention
0000423845,9,High
0000423847,3,Require Activation
0000423850,8,Medium
0000423851,10,High
0000423860,6,Promising
0000423863,3,Require Activation
0000423870,12,High
0000423871,5,Promising
0000423872,10,High
0000423874,6,Promising
0000423879,3,Require Activation
0000423891,10,High
0000423893,3,Require Activation
0000423899,10,High
0000423908,11,High
0000423914,8,Medium
0000423921,10,High
0000423951,3,Require Activation
0000423953,9,High
0000423958,10,High
0000423966,12,High
0000423973,11,High
0000423979,8,Medium
0000423982,8,Medium
0000423987,11,High
0000424010,11,High
0000424011,7,Medium
0000424015,12,High
0000424022,3,Require Activation
0000424029,10,High
0000424056,11,High
0000424058,10,High
0000424061,10,High
0000424066,5,Needs Attention
0000424067,11,High
0000424072,4,Needs Attention
0000424075,9,High
0000424079,12,High
0000424085,10,High
0000424093,6,Promising
0000424097,11,High
0000424123,4,Needs Attention
0000424125,11,High
0000424127,6,Promising
0000424128,11,High
0000424131,3,Require Activation
0000424133,6,Promising
0000424136,3,Require Activation
0000424138,10,High
0000424144,10,High
0000424145,11,High
0000424147,3,Require Activation
0000424166,12,High
0000424169,9,High
0000424175,8,Medium
0000424195,10,High
0000424207,4,Needs Attention
0000424208,9,High
0000424213,12,High
0000424229,9,High
0000424237,6,Needs Attention
0000424247,12,High
0000424252,8,Medium
0000424253,3,Require Activation
0000424257,9,High
0000424267,9,High
0000424269,5,Promising
0000424275,7,Medium
0000424286,11,High
0000424317,8,Medium
0000424323,9,High
0000424330,10,High
0000424331,11,High
0000424332,9,High
0000424349,3,Require Activation
0000424359,9,High
0000424363,12,High
0000424364,10,High
0000424365,12,High
0000424366,12,High
0000424370,9,High
0000424377,9,High
0000424381,10,High
0000424392,4,Needs Attention
0000424394,6,Promising
0000424400,11,High
0000424404,12,High
0000424408,5,Promising
0000424410,8,Medium
0000424415,11,High
0000424427,8,Medium
0000424434,12,High
0000424435,9,High
0000424441,12,High
0000424444,11,High
0000424454,11,High
0000424456,7,Medium
0000424457,12,High
0000424459,10,High
0000424463,10,High
0000424468,3,Require Activation
0000424469,3,Require Activation
0000424471,12,High
0000424474,9,High
0000424478,9,High
0000424479,4,Needs Attention
0000424495,10,High
0000424510,11,High
0000424516,9,High
0000424518,11,High
0000424533,6,Promising
0000424537,6,Promising
0000424539,10,High
0000424542,9,High
0000424545,9,High
0000424546,7,Medium
0000424549,9,High
0000424550,10,High
0000424560,3,Require Activation
0000424565,12,High
0000424569,6,Promising
0000424574,3,Require Activation
0000424584,6,Promising
0000424590,3,Require Activation
0000424597,9,High
0000424598,4,Needs Attention
0000424599,7,Medium
0000424611,6,Promising
0000424628,3,Require Activation
0000424629,11,High
0000424636,11,High
0000424640,9,High
0000424650,11,High
0000424656,8,Medium
0000424657,7,Medium
0000424662,11,High
0000424671,11,High
0000424672,10,High
0000424676,8,Medium
0000424679,7,Medium
0000424681,3,Require Activation
0000424684,9,High
0000424695,12,High
0000424697,3,Require Activation
0000424702,10,High
0000424707,9,High
0000424713,12,High
0000424719,10,High
0000424728,4,Needs Attention
0000424734,7,Medium
0000424736,8,Medium
0000424741,5,Promising
0000424750,4,Needs Attention
0000424752,12,High
0000424753,12,High
0000424757,9,High
0000424762,7,Medium
0000424766,8,Medium
0000424774,10,High
0000424782,11,High
0000424784,11,High
0000424795,11,High
0000424796,10,High
0000424798,7,Medium
0000424801,10,High
0000424816,9,High
0000424818,10,High
0000424826,9,High
0000424830,10,High
0000424841,11,High
0000424844,6,Promising
0000424847,12,High
0000424866,9,High
0000424872,12,High
0000424878,9,High
0000424880,12,High
0000424882,10,High
0000424897,9,High
0000424902,9,High
0000424909,6,Promising
0000424911,12,High
0000424918,8,Medium
0000424919,5,Promising
0000424935,3,Require Activation
0000424942,10,High
0000424947,7,Medium
0000424976,8,Medium
0000425006,11,High
0000425014,3,Require Activation
0000425016,9,High
0000425019,5,Promising
0000425021,12,High
0000425024,9,High
0000425025,7,Medium
0000425467,6,Promising
0000425475,7,Medium
0000425481,10,High
0000425495,8,Medium
0000425496,10,High
0000425503,9,High
0000425514,5,Promising
0000425518,8,Medium
0000425536,7,Medium
0000425541,7,Medium
0000425546,8,Medium
0000425565,9,High
0000425566,10,High
0000425567,9,High
0000425570,12,High
0000425572,9,High
0000425573,9,High
0000425574,10,High
0000425580,11,High
0000425582,8,Medium
0000425583,10,High
0000425585,11,High
0000425600,6,Promising
0000425606,5,Promising
0000425609,7,Medium
0000425630,5,Promising
0000425632,12,High
0000425636,10,High
0000425650,10,High
0000425654,10,High
0000425656,10,High
0000425657,11,High
0000425674,11,High
0000425675,7,Medium
0000425683,11,High
0000425684,12,High
0000425688,10,High
0000425690,7,Medium
0000425702,11,High
0000425714,12,High
0000425716,11,High
0000425717,10,High
0000425718,10,High
0000425723,10,High
0000425729,7,Medium
0000425734,6,Promising
0000425755,11,High
0000425774,12,High
0000425780,5,Promising
0000425787,10,High
0000425802,10,High
0000425814,10,High
0000425816,4,Needs Attention
0000425822,11,High
0000425833,11,High
0000425834,11,High
0000425838,9,High
0000425846,12,High
0000425853,10,High
0000425855,9,High
0000425856,3,Require Activation
0000425857,7,Medium
0000425859,10,High
0000425860,10,High
0000425862,10,High
0000425867,3,Require Activation
0000425882,4,Needs Attention
0000425883,9,High
0000426151,5,Promising
0000426159,10,High
0000426161,5,Promising
0000426181,11,High
0000426186,11,High
0000426193,11,High
0000426197,8,Medium
0000426209,11,High
0000426216,7,Medium
0000426220,10,High
0000426225,4,Needs Attention
0000426229,8,Medium
0000426234,5,Promising
0000426245,8,Medium
0000426249,5,Promising
0000426252,11,High
0000426265,10,High
0000426266,8,Medium
0000426402,10,High
0000426415,6,Needs Attention
0000426418,5,Needs Attention
0000426429,8,Medium
0000426434,3,Require Activation
0000426436,7,Medium
0000426447,6,Promising
0000426449,12,High
0000426452,10,High
0000426462,3,Require Activation
0000426466,9,High
0000426478,4,Needs Attention
0000426480,12,High
0000426487,8,Medium
0000426490,8,Medium
0000426497,10,High
0000426510,12,High
0000426511,9,High
0000426512,10,High
0000426513,5,Promising
0000426514,3,Require Activation
0000426517,11,High
0000426518,5,Promising
0000426519,7,Medium
0000426522,10,High
0000426527,8,Medium
0000426529,4,Needs Attention
0000426532,10,High
0000426533,8,Medium
0000426537,9,High
0000426542,11,High
0000426545,8,Medium
0000426549,12,High
0000426559,12,High
0000426593,10,High
0000426596,3,Require Activation
0000426600,10,High
0000426606,7,Medium
0000426609,6,Promising
0000426614,5,Promising
0000426621,4,Needs Attention
0000426623,11,High
0000426624,11,High
0000426625,10,High
0000426627,3,Require Activation
0000426633,10,High
0000426640,11,High
0000426648,10,High
0000426650,12,High
0000426651,8,Medium
0000426656,6,Promising
0000426659,12,High
0000426673,12,High
0000426676,3,Require Activation
0000426679,9,High
0000426683,5,Needs Attention
0000426693,9,High
0000426698,11,High
0000426702,10,High
0000426706,9,High
0000426715,8,Medium
0000426717,10,High
0000426726,9,High
0000426730,4,Needs Attention
0000426732,9,High
0000426739,8,Medium
0000426742,10,High
0000426756,5,Promising
0000426759,8,Medium
0000426768,3,Require Activation
0000426769,7,Medium
0000426770,8,Medium
0000426781,11,High
0000426787,3,Require Activation
0000426799,12,High
0000426802,7,Medium
0000426805,9,High
0000426812,11,High
0000426813,9,High
0000426819,10,High
0000426837,12,High
0000426842,6,Promising
0000426853,10,High
0000426864,10,High
0000426866,9,High
0000426868,12,High
0000426873,3,Require Activation
0000426876,7,Medium
0000426888,12,High
0000426896,10,High
0000426903,4,Needs Attention
0000426910,12,High
0000426918,4,Needs Attention
0000426937,9,High
0000426942,12,High
0000426945,3,Require Activation
0000426955,6,Promising
0000426973,4,Needs Attention
0000426974,6,Promising
0000426976,12,High
0000426987,9,High
0000426999,6,Promising
0000427004,3,Require Activation
0000427015,11,High
0000427037,9,High
0000427039,10,High
0000427041,12,High
0000427042,12,High
0000427047,9,High
0000427056,9,High
0000427072,6,Promising
0000427079,7,Medium
0000427084,10,High
0000427091,3,Require Activation
0000427097,8,Medium
0000427101,3,Require Activation
0000427102,4,Needs Attention
0000427115,9,High
0000427116,11,High
0000427119,7,Medium
0000427123,7,Medium
0000427129,3,Require Activation
0000427143,3,Require Activation
0000427147,9,High
0000427155,7,Medium
0000427161,5,Needs Attention
0000427171,5,Promising
0000427172,3,Require Activation
0000427178,7,Medium
0000427180,8,Medium
0000427183,3,Require Activation
0000427193,7,Medium
0000427199,9,High
0000427204,5,Needs Attention
0000427205,7,Medium
0000427209,8,Medium
0000427211,12,High
0000427225,9,High
0000427231,9,High
0000427233,7,Medium
0000427236,3,Require Activation
0000427241,5,Promising
0000427249,10,High
0000427274,10,High
0000427286,10,High
0000427290,7,Medium
0000427291,9,High
0000427292,7,Medium
0000427294,10,High
0000427296,12,High
0000427308,8,Medium
0000427322,12,High
0000427323,3,Require Activation
0000427325,8,Medium
0000427331,12,High
0000427332,8,Medium
0000427338,5,Needs Attention
0000427343,10,High
0000427345,11,High
0000427347,11,High
0000427352,3,Require Activation
0000427353,11,High
0000427360,11,High
0000427363,8,Medium
0000427368,9,High
0000427370,7,Medium
0000427386,11,High
0000427393,12,High
0000427404,3,Require Activation
0000427411,11,High
0000427417,5,Needs Attention
0000427421,9,High
0000427425,4,Needs Attention
0000427426,5,Promising
0000427430,12,High
0000427437,10,High
0000427439,3,Require Activation
0000427441,11,High
0000427444,6,Promising
0000427446,11,High
0000427452,6,Promising
0000427454,12,High
0000427469,4,Needs Attention
0000427471,6,Promising
0000427480,10,High
0000427499,7,Medium
0000427500,11,High
0000427502,12,High
0000427503,10,High
0000427518,9,High
0000427528,3,Require Activation
0000427544,7,Medium
0000427549,3,Require Activation
0000427559,9,High
0000427562,11,High
0000427564,5,Promising
0000427578,5,Promising
0000427582,11,High
0000427583,7,Medium
0000427584,11,High
0000427614,9,High
0000427616,9,High
0000427682,5,Promising
0000427683,8,Medium
0000427686,6,Promising
0000427687,6,Promising
0000427689,12,High
0000427694,10,High
0000427697,9,High
0000427701,6,Promising
0000427708,9,High
0000427714,10,High
0000427720,3,Require Activation
0000427725,11,High
0000427735,12,High
0000427746,8,Medium
0000427747,6,Promising
0000427759,12,High
0000427763,9,High
0000427769,9,High
0000427770,12,High
0000427774,11,High
0000427780,12,High
0000427792,6,Promising
0000427800,9,High
0000427817,8,Medium
0000427861,7,Medium
0000427871,8,Medium
0000427888,12,High
0000427889,7,Medium
0000427890,11,High
0000427899,8,Medium
0000427903,10,High
0000427912,5,Promising
0000427914,8,Medium
0000427915,9,High
0000427931,9,High
0000427932,9,High
0000427935,9,High
0000427950,3,Require Activation
0000427956,8,Medium
0000427957,7,Medium
0000427962,11,High
0000427963,9,High
0000427997,5,Promising
0000428008,9,High
0000428012,8,Medium
0000428016,10,High
0000428021,4,Needs Attention
0000428037,5,Promising
0000428039,11,High
0000428041,11,High
0000428042,11,High
0000428046,9,High
0000428059,11,High
0000428071,9,High
0000428072,12,High
0000428073,6,Promising
0000428078,11,High
0000428081,10,High
0000428084,12,High
0000428100,11,High
0000428102,10,High
0000428106,11,High
0000428107,11,High
0000428136,6,Promising
0000428146,12,High
0000428148,9,High
0000428157,12,High
0000428165,6,Promising
0000428167,10,High
0000428171,6,Promising
0000428185,3,Require Activation
0000428187,7,Medium
0000428188,4,Needs Attention
0000428192,12,High
0000428201,12,High
0000428203,11,High
0000428209,5,Promising
0000428220,9,High
0000428234,3,Require Activation
0000428242,9,High
0000428247,12,High
0000428275,9,High
0000428281,6,Promising
0000428288,3,Require Activation
0000428291,9,High
0000428307,8,Medium
0000428312,10,High
0000428313,10,High
0000428324,12,High
0000428330,9,High
0000428332,10,High
0000428335,10,High
0000428338,8,Medium
0000428339,12,High
0000428349,3,Require Activation
0000428621,11,High
0000428634,11,High
0000428636,10,High
0000428639,5,Promising
0000428641,11,High
0000428650,3,Require Activation
0000428669,12,High
0000428670,7,Medium
0000428677,7,Medium
0000428685,12,High
0000428695,10,High
0000428698,4,Needs Attention
0000428700,12,High
0000428701,9,High
0000428705,5,Promising
0000428714,6,Needs Attention
0000428739,8,Medium
0000428751,6,Promising
0000428756,10,High
0000428757,12,High
0000428759,7,Medium
0000428762,3,Require Activation
0000428766,6,Promising
0000428779,10,High
0000428782,10,High
0000428805,5,Promising
0000428817,11,High
0000428820,9,High
0000428824,5,Promising
0000428827,11,High
0000428830,8,Medium
0000428841,10,High
0000428850,8,Medium
0000428854,11,High
0000428866,12,High
0000428868,11,High
0000428886,5,Promising
0000428903,9,High
0000428906,4,Needs Attention
0000428909,11,High
0000428915,11,High
0000428916,5,Promising
0000428917,8,Medium
0000428920,12,High
0000428927,8,Medium
0000428928,9,High
0000428929,9,High
0000428930,6,Promising
0000428931,8,Medium
0000428936,5,Promising
0000428964,10,High
0000428970,10,High
0000428971,6,Promising
0000428974,5,Promising
0000428978,3,Require Activation
0000428983,3,Require Activation
0000428984,9,High
0000428985,8,Medium
0000428992,5,Promising
0000428996,10,High
0000428997,7,Medium
0000428998,12,High
0000429002,7,Medium
0000429009,3,Require Activation
0000429018,8,Medium
0000429021,3,Require Activation
0000429024,5,Promising
0000429028,5,Promising
0000429031,9,High
0000429032,3,Require Activation
0000429034,7,Medium
0000429036,12,High
0000429042,11,High
0000429047,11,High
0000429056,5,Promising
0000429058,11,High
0000429060,3,Require Activation
